leg_id,flight_id,date,aircraft,from,to,start,finish,crew_group_id
10001477,1477,2008-03-01,B747#75,CMN,CDG,2008-03-01T18:35,2008-03-01T21:40,1977504888
10001480,1480,2008-03-01,A318#36,CDG,MAD,2008-03-01T15:30,2008-03-01T17:35,1827753950
10001481,1481,2008-03-01,B737400#64,MAD,CDG,2008-03-01T18:25,2008-03-01T20:30,1036349728
10001486,1486,2008-03-01,A320#52,CDG,DUS,2008-03-01T12:05,2008-03-01T13:20,1506922847
10001487,1487,2008-03-01,A320#52,DUS,CDG,2008-03-01T15:25,2008-03-01T16:40,1506922847
10001498,1498,2008-03-01,A319#5,CDG,FRA,2008-03-01T12:05,2008-03-01T13:30,2039633683
10001499,1499,2008-03-01,A319#5,FRA,CDG,2008-03-01T14:55,2008-03-01T16:15,200550235
10001504,1504,2008-03-01,A321#107,CDG,LIS,2008-03-01T15:00,2008-03-01T17:30,2090366750
10001505,1505,2008-03-01,CRJ700#123,LIS,CDG,2008-03-01T18:30,2008-03-01T21:00,987581131
10001506,1506,2008-03-01,A319#249,CDG,VCE,2008-03-01T14:25,2008-03-01T16:10,359906493
10001507,1507,2008-03-01,A319#249,VCE,CDG,2008-03-01T16:55,2008-03-01T18:45,359906493
10001524,1524,2008-03-01,A340#71,CDG,SVO,2008-03-01T08:35,2008-03-01T12:15,1122641037
10001525,1525,2008-03-01,A330#217,SVO,CDG,2008-03-01T13:10,2008-03-01T17:10,1433799473
10001528,1528,2008-03-01,A321#111,CDG,BCN,2008-03-01T14:40,2008-03-01T16:25,791771284
10001529,1529,2008-03-01,A321#111,BCN,CDG,2008-03-01T17:15,2008-03-01T19:10,791771284
10001550,1550,2008-03-01,A319#190,CDG,LHR,2008-03-01T15:00,2008-03-01T16:10,857512758
10001551,1551,2008-03-01,A319#190,LHR,CDG,2008-03-01T17:00,2008-03-01T18:10,857512758
10001562,1562,2008-03-01,A320#53,CDG,PRG,2008-03-01T12:05,2008-03-01T13:50,1878547240
10001563,1563,2008-03-01,A320#53,PRG,CDG,2008-03-01T14:50,2008-03-01T16:35,1878547240
10001564,1564,2008-03-01,A340#73,CDG,TUN,2008-03-01T07:30,2008-03-01T10:00,211620115
10001565,1565,2008-03-01,A340#73,TUN,CDG,2008-03-01T11:00,2008-03-01T13:35,211620115
10001580,1580,2008-03-01,A319#126,CDG,MAD,2008-03-01T16:30,2008-03-01T18:35,810178100
10001581,1581,2008-03-01,A319#126,MAD,CDG,2008-03-01T19:25,2008-03-01T21:30,810178100
10001594,1594,2008-03-01,A320#51,CDG,MXP,2008-03-01T15:00,2008-03-01T16:35,673195156
10001595,1595,2008-03-01,A320#51,MXP,CDG,2008-03-01T17:30,2008-03-01T19:00,673195156
10001602,1602,2008-03-01,A320#47,CDG,MUC,2008-03-01T11:45,2008-03-01T13:20,375053183
10001603,1603,2008-03-01,A320#47,MUC,CDG,2008-03-01T15:20,2008-03-01T17:05,375053183
10001618,1618,2008-03-01,A320#98,CDG,VIE,2008-03-01T15:15,2008-03-01T17:15,502765167
10001619,1619,2008-03-01,A318#247,VIE,CDG,2008-03-01T18:55,2008-03-01T21:00,1769310635
10001620,1620,2008-03-01,A319#246,CDG,AMS,2008-03-01T14:30,2008-03-01T15:45,1207746946
10001621,1621,2008-03-01,A319#246,AMS,CDG,2008-03-01T16:55,2008-03-01T18:10,1207746946
10001622,1622,2008-03-01,A319#41,CDG,GVA,2008-03-01T11:00,2008-03-01T12:10,435943218
10001623,1623,2008-03-01,A319#41,GVA,CDG,2008-03-01T13:00,2008-03-01T14:10,435943218
10001624,1624,2008-03-01,B777#77,CDG,SVO,2008-03-01T10:45,2008-03-01T14:40,883719064
10001625,1625,2008-03-01,B747#218,SVO,CDG,2008-03-01T05:50,2008-03-01T09:45,545391270
10001628,1628,2008-03-01,A320#161,CDG,BCN,2008-03-01T16:45,2008-03-01T18:30,159794822
10001629,1629,2008-03-01,A320#161,BCN,CDG,2008-03-01T19:25,2008-03-01T21:20,159794822
10001650,1650,2008-03-01,A320#139,CDG,LHR,2008-03-01T16:00,2008-03-01T17:10,1139745998
10001651,1651,2008-03-01,A320#139,LHR,CDG,2008-03-01T18:00,2008-03-01T19:10,1139745998
10001680,1680,2008-03-01,A320#91,CDG,MAD,2008-03-01T18:10,2008-03-01T20:15,1456392428
10001681,1681,2008-03-01,A320#138,MAD,CDG,2008-03-01T06:15,2008-03-01T08:20,1963290261
10001684,1684,2008-03-01,A320#204,CDG,FCO,2008-03-01T15:15,2008-03-01T17:20,1255410251
10001685,1685,2008-03-01,A320#59,FCO,CDG,2008-03-01T18:35,2008-03-01T20:45,881177350
10001698,1698,2008-03-01,A320#138,CDG,FRA,2008-03-01T14:25,2008-03-01T15:50,2022406920
10001699,1699,2008-03-01,A320#138,FRA,CDG,2008-03-01T16:50,2008-03-01T18:10,2022406920
10001704,1704,2008-03-01,A320#56,CDG,LIS,2008-03-01T18:50,2008-03-01T21:20,829226643
10001705,1705,2008-03-01,A321#121,LIS,CDG,2008-03-01T07:40,2008-03-01T10:10,311026875
10001720,1720,2008-03-01,A319#5,CDG,AMS,2008-03-01T16:50,2008-03-01T18:10,200550235
10001721,1721,2008-03-01,A319#5,AMS,CDG,2008-03-01T19:00,2008-03-01T20:15,200550235
10001722,1722,2008-03-01,A319#126,CDG,GVA,2008-03-01T12:00,2008-03-01T13:10,12549208
10001723,1723,2008-03-01,A319#126,GVA,CDG,2008-03-01T14:30,2008-03-01T15:40,810178100
10001724,1724,2008-03-01,B777#219,CDG,SVO,2008-03-01T15:20,2008-03-01T19:15,486030710
10001725,1725,2008-03-01,B777#220,SVO,CDG,2008-03-01T10:05,2008-03-01T14:00,486030710
10001728,1728,2008-03-01,A320#47,CDG,BCN,2008-03-01T17:45,2008-03-01T19:30,519312244
10001729,1729,2008-03-01,A320#9,BCN,CDG,2008-03-01T06:50,2008-03-01T08:45,29236707
10001750,1750,2008-03-01,A319#127,CDG,LHR,2008-03-01T17:00,2008-03-01T18:15,1189255965
10001751,1751,2008-03-01,A319#127,LHR,CDG,2008-03-01T19:15,2008-03-01T20:25,1189255965
10001776,1776,2008-03-01,B747#74,CDG,CMN,2008-03-01T08:35,2008-03-01T11:40,776916771
10001777,1777,2008-03-01,B747#74,CMN,CDG,2008-03-01T12:45,2008-03-01T15:50,776916771
10001786,1786,2008-03-01,A319#4,CDG,DUS,2008-03-01T14:35,2008-03-01T15:50,1291534873
10001787,1787,2008-03-01,A319#4,DUS,CDG,2008-03-01T16:45,2008-03-01T18:00,1291534873
10001794,1794,2008-03-01,A320#52,CDG,MXP,2008-03-01T17:25,2008-03-01T19:00,670436716
10001795,1795,2008-03-01,A320#52,MXP,CDG,2008-03-01T19:55,2008-03-01T21:25,670436716
10001798,1798,2008-03-01,A319#41,CDG,FRA,2008-03-01T15:00,2008-03-01T16:25,551002277
10001799,1799,2008-03-01,A319#41,FRA,CDG,2008-03-01T17:30,2008-03-01T18:50,551002277
10001806,1806,2008-03-01,A318#125,CDG,VCE,2008-03-01T17:05,2008-03-01T18:50,580634010
10001807,1807,2008-03-01,A318#125,VCE,CDG,2008-03-01T19:40,2008-03-01T21:30,580634010
10001820,1820,2008-03-01,A320#49,CDG,AMS,2008-03-01T17:40,2008-03-01T18:55,673641081
10001821,1821,2008-03-01,A320#49,AMS,CDG,2008-03-01T19:45,2008-03-01T21:00,673641081
10001824,1824,2008-03-01,B777#109,CDG,SVO,2008-03-01T11:50,2008-03-01T15:30,411967342
10001825,1825,2008-03-01,B777#221,SVO,CDG,2008-03-01T16:30,2008-03-01T20:30,883719064
10001850,1850,2008-03-01,A319#248,CDG,LHR,2008-03-01T18:00,2008-03-01T19:20,1934363912
10001851,1851,2008-03-01,A319#248,LHR,CDG,2008-03-01T20:15,2008-03-01T21:25,1934363912
10001880,1880,2008-03-01,A320#8,CDG,MAD,2008-03-01T19:00,2008-03-01T21:05,1539174560
10001881,1881,2008-03-01,A320#139,MAD,CDG,2008-03-01T07:00,2008-03-01T09:05,1481915247
10001884,1884,2008-03-01,F100#10,CDG,FCO,2008-03-01T18:00,2008-03-01T20:05,1844137836
10001885,1885,2008-03-01,A319#99,FCO,CDG,2008-03-01T06:20,2008-03-01T08:30,767019185
10001898,1898,2008-03-01,A321#164,CDG,FRA,2008-03-01T15:50,2008-03-01T17:15,773559890
10001899,1899,2008-03-01,A321#164,FRA,CDG,2008-03-01T18:05,2008-03-01T19:25,773559890
10001902,1902,2008-03-01,A320#7,CDG,MUC,2008-03-01T14:35,2008-03-01T16:10,659767626
10001903,1903,2008-03-01,A320#250,MUC,CDG,2008-03-01T17:30,2008-03-01T19:15,1933466275
10001922,1922,2008-03-01,A320#91,CDG,GVA,2008-03-01T14:00,2008-03-01T15:10,1098662538
10001923,1923,2008-03-01,A320#91,GVA,CDG,2008-03-01T16:00,2008-03-01T17:10,1098662538
10001928,1928,2008-03-01,A319#4,CDG,BCN,2008-03-01T19:05,2008-03-01T20:50,1512368656
10001929,1929,2008-03-01,A320#7,BCN,CDG,2008-03-01T06:05,2008-03-01T08:00,1704637349
10001950,1950,2008-03-01,A319#246,CDG,LHR,2008-03-01T19:00,2008-03-01T20:20,2075228198
10001970,1970,2008-03-01,A340#72,CDG,IST,2008-03-01T17:55,2008-03-01T21:15,1433799473
10001971,1971,2008-03-01,B777#109,IST,CDG,2008-03-01T07:00,2008-03-01T10:45,411967342
10001986,1986,2008-03-01,A319#45,CDG,DUS,2008-03-01T17:30,2008-03-01T18:45,385065937
10001987,1987,2008-03-01,A319#45,DUS,CDG,2008-03-01T19:35,2008-03-01T20:50,385065937
10001994,1994,2008-03-01,A320#139,CDG,MXP,2008-03-01T20:00,2008-03-01T21:35,1139745998
10001995,1995,2008-03-01,A321#164,MXP,CDG,2008-03-01T06:15,2008-03-01T07:45,1667359241
10001998,1998,2008-03-01,A319#99,CDG,FRA,2008-03-01T17:25,2008-03-01T18:50,187485474
10001999,1999,2008-03-01,A319#99,FRA,CDG,2008-03-01T19:40,2008-03-01T21:00,187485474
10002002,2002,2008-03-01,B737900#65,CDG,MUC,2008-03-01T16:20,2008-03-01T17:55,948048695
10002003,2003,2008-03-01,B737900#65,MUC,CDG,2008-03-01T19:10,2008-03-01T20:55,948048695
10002006,2006,2008-03-01,A319#38,CDG,VCE,2008-03-01T20:05,2008-03-01T21:50,2022406920
10002007,2007,2008-03-01,A319#246,VCE,CDG,2008-03-01T06:20,2008-03-01T08:10,179734015
10002022,2022,2008-03-01,A320#57,CDG,GVA,2008-03-01T15:00,2008-03-01T16:10,2064114621
10002023,2023,2008-03-01,A320#57,GVA,CDG,2008-03-01T17:30,2008-03-01T18:40,2064114621
10002051,2051,2008-03-01,A321#111,LHR,CDG,2008-03-01T06:45,2008-03-01T08:05,1174549493
10002062,2062,2008-03-01,A320#53,CDG,PRG,2008-03-01T17:15,2008-03-01T19:00,1013966036
10002063,2063,2008-03-01,A320#53,PRG,CDG,2008-03-01T19:45,2008-03-01T21:30,1013966036
10002076,2076,2008-03-01,A340#16,CDG,CMN,2008-03-01T11:50,2008-03-01T14:55,759101347
10002077,2077,2008-03-01,A340#16,CMN,CDG,2008-03-01T16:00,2008-03-01T19:05,1130118952
10002102,2102,2008-03-01,A321#121,CDG,MUC,2008-03-01T17:20,2008-03-01T18:55,844720900
10002103,2103,2008-03-01,A321#121,MUC,CDG,2008-03-01T19:45,2008-03-01T21:30,844720900
10002122,2122,2008-03-01,A319#100,CDG,GVA,2008-03-01T16:30,2008-03-01T17:40,1231761861
10002123,2123,2008-03-01,A319#100,GVA,CDG,2008-03-01T18:30,2008-03-01T19:40,1231761861
10002124,2124,2008-03-01,A340#73,CDG,SVO,2008-03-01T15:05,2008-03-01T18:45,2018479997
10002164,2164,2008-03-01,A330#68,CDG,TUN,2008-03-01T11:35,2008-03-01T14:05,322757551
10002165,2165,2008-03-01,A330#68,TUN,CDG,2008-03-01T15:05,2008-03-01T17:40,322757551
10002201,2201,2008-03-01,A318#36,MAD,ORY,2008-03-01T19:35,2008-03-01T21:30,1827753950
10002202,2202,2008-03-01,A319#190,ORY,MAD,2008-03-01T06:10,2008-03-01T08:05,1339712811
10002203,2203,2008-03-01,A320#129,MAD,ORY,2008-03-01T11:40,2008-03-01T13:40,1093497886
10002204,2204,2008-03-01,A320#129,ORY,MAD,2008-03-01T14:30,2008-03-01T16:25,789341451
10002205,2205,2008-03-01,A320#60,MAD,ORY,2008-03-01T15:50,2008-03-01T17:50,740176887
10002206,2206,2008-03-01,A320#60,ORY,MAD,2008-03-01T18:50,2008-03-01T20:45,740176887
10002207,2207,2008-03-01,B737300#140,MAD,ORY,2008-03-01T06:50,2008-03-01T08:50,2029766428
10002208,2208,2008-03-01,B737300#140,ORY,MAD,2008-03-01T09:50,2008-03-01T11:45,2029766428
10002218,2218,2008-03-01,A320#9,CDG,VIE,2008-03-01T09:30,2008-03-01T11:40,29236707
10002219,2219,2008-03-01,A319#249,VIE,CDG,2008-03-01T06:15,2008-03-01T08:30,1341330772
10002250,2250,2008-03-01,A320#52,CDG,LHR,2008-03-01T06:30,2008-03-01T07:50,1506922847
10002251,2251,2008-03-01,A320#52,LHR,CDG,2008-03-01T08:45,2008-03-01T10:00,1506922847
10002318,2318,2008-03-01,A321#251,CDG,VIE,2008-03-01T18:10,2008-03-01T20:15,1534737996
10002319,2319,2008-03-01,A319#248,VIE,CDG,2008-03-01T15:00,2008-03-01T17:10,1934363912
10002324,2324,2008-03-01,B747#218,CDG,SVO,2008-03-01T12:40,2008-03-01T16:20,545391270
10002325,2325,2008-03-01,B777#219,SVO,CDG,2008-03-01T07:40,2008-03-01T11:30,2035821616
10002418,2418,2008-03-01,A318#34,CDG,VIE,2008-03-01T19:35,2008-03-01T21:35,359906493
10002419,2419,2008-03-01,B737900#96,VIE,CDG,2008-03-01T16:30,2008-03-01T18:45,1495203957
10002525,2525,2008-03-01,B747#218,SVO,CDG,2008-03-01T18:05,2008-03-01T22:20,1740234098
10002680,2680,2008-03-01,F100#216,RNS,BOD,2008-03-01T05:55,2008-03-01T06:55,552920428
10002689,2689,2008-03-01,BAE300#176,BOD,RNS,2008-03-01T19:55,2008-03-01T21:00,1226147395
10002690,2690,2008-03-01,CRJ700#22,RNS,BOD,2008-03-01T14:25,2008-03-01T15:25,1709706839
10002691,2691,2008-03-01,CRJ700#135,BIQ,CFE,2008-03-01T07:45,2008-03-01T08:50,444261816
10002696,2696,2008-03-01,F100#19,CFE,BIQ,2008-03-01T17:50,2008-03-01T18:50,1372239857
10002699,2699,2008-03-01,CRJ700#22,BOD,RNS,2008-03-01T11:20,2008-03-01T12:25,1880812379
10002700,2700,2008-03-01,CRJ700#132,BOD,NTE,2008-03-01T07:40,2008-03-01T08:35,322750925
10002701,2701,2008-03-01,BAE300#176,NTE,BOD,2008-03-01T06:00,2008-03-01T06:45,169762054
10002702,2702,2008-03-01,BAE300#81,BOD,NTE,2008-03-01T11:15,2008-03-01T12:00,20376260
10002703,2703,2008-03-01,ERJ145#173,NTE,BOD,2008-03-01T09:45,2008-03-01T10:35,1803412708
10002704,2704,2008-03-01,F100#119,BOD,NTE,2008-03-01T16:15,2008-03-01T17:10,2129055797
10002705,2705,2008-03-01,BAE300#113,NTE,BOD,2008-03-01T14:40,2008-03-01T15:25,330066000
10002706,2706,2008-03-01,BAE200#115,BOD,NTE,2008-03-01T20:00,2008-03-01T20:45,1914605551
10002707,2707,2008-03-01,BAE200#115,NTE,BOD,2008-03-01T18:00,2008-03-01T18:50,1914605551
10002708,2708,2008-03-01,BAE200#240,TLS,GVA,2008-03-01T09:40,2008-03-01T10:45,1327984013
10002709,2709,2008-03-01,BAE200#240,GVA,TLS,2008-03-01T11:20,2008-03-01T12:30,1327984013
10002710,2710,2008-03-01,ERJ145#143,BOD,LIL,2008-03-01T11:20,2008-03-01T12:45,308785032
10002711,2711,2008-03-01,BAE200#115,LIL,BOD,2008-03-01T05:30,2008-03-01T06:50,421464187
10002712,2712,2008-03-01,BAE300#176,BOD,LIL,2008-03-01T07:25,2008-03-01T08:50,169762054
10002715,2715,2008-03-01,BAE300#176,LIL,BOD,2008-03-01T18:00,2008-03-01T19:20,1226147395
10002716,2716,2008-03-01,CRJ700#22,BOD,LIL,2008-03-01T19:55,2008-03-01T21:20,1709706839
10002717,2717,2008-03-01,F100#119,LIL,BOD,2008-03-01T14:15,2008-03-01T15:35,2129055797
10002718,2718,2008-03-01,F100#180,NTE,GVA,2008-03-01T13:45,2008-03-01T15:05,237820880
10002719,2719,2008-03-01,F100#180,GVA,NTE,2008-03-01T15:35,2008-03-01T16:55,237820880
10002721,2721,2008-03-01,A321#114,LIL,NTE,2008-03-01T05:45,2008-03-01T06:55,703459902
10002722,2722,2008-03-01,CRJ700#133,NTE,LIL,2008-03-01T07:30,2008-03-01T08:35,181623131
10002723,2723,2008-03-01,CRJ100#225,LIL,NTE,2008-03-01T16:55,2008-03-01T18:05,1695361953
10002724,2724,2008-03-01,CRJ100#225,NTE,LIL,2008-03-01T18:40,2008-03-01T19:45,1695361953
10002725,2725,2008-03-01,ERJ145#143,LIL,NTE,2008-03-01T13:20,2008-03-01T14:30,588895085
10002726,2726,2008-03-01,CRJ100#225,NTE,LIL,2008-03-01T15:00,2008-03-01T16:05,1695361953
10002733,2733,2008-03-01,CRJ700#134,CFE,NCE,2008-03-01T09:00,2008-03-01T10:10,272236592
10002734,2734,2008-03-01,CRJ700#134,NCE,CFE,2008-03-01T10:45,2008-03-01T12:00,272236592
10002737,2737,2008-03-01,CRJ700#134,CFE,NCE,2008-03-01T13:30,2008-03-01T14:40,2118702727
10002738,2738,2008-03-01,ERJ135#178,NCE,CFE,2008-03-01T15:10,2008-03-01T16:25,1537375522
10002739,2739,2008-03-01,BAE200#116,LIL,BOD,2008-03-01T09:30,2008-03-01T10:50,1002897798
10002740,2740,2008-03-01,BAE200#116,BOD,LIS,2008-03-01T11:30,2008-03-01T13:15,1002897798
10002741,2741,2008-03-01,F100#19,NTE,CFE,2008-03-01T16:15,2008-03-01T17:15,1372239857
10002742,2742,2008-03-01,F100#19,CFE,NTE,2008-03-01T09:15,2008-03-01T10:15,1048083132
10002744,2744,2008-03-01,F100#180,NTE,CFE,2008-03-01T07:35,2008-03-01T08:35,237820880
10002745,2745,2008-03-01,F100#180,CFE,MXP,2008-03-01T09:10,2008-03-01T10:15,237820880
10002746,2746,2008-03-01,F100#181,MXP,CFE,2008-03-01T16:10,2008-03-01T17:10,1657007234
10002747,2747,2008-03-01,F100#181,CFE,NTE,2008-03-01T17:50,2008-03-01T18:50,1657007234
10002748,2748,2008-03-01,BAE200#116,LIS,BOD,2008-03-01T13:50,2008-03-01T15:40,1002897798
10002749,2749,2008-03-01,BAE200#116,BOD,LIL,2008-03-01T16:10,2008-03-01T17:30,1002897798
10002755,2755,2008-03-01,ERJ135#177,CFE,MLH,2008-03-01T09:20,2008-03-01T10:25,1153742415
10002756,2756,2008-03-01,ERJ135#177,MLH,CFE,2008-03-01T15:40,2008-03-01T16:50,205150351
10002762,2762,2008-03-01,F100#84,LIL,CFE,2008-03-01T07:25,2008-03-01T08:50,490794889
10002763,2763,2008-03-01,F100#84,CFE,LIL,2008-03-01T05:30,2008-03-01T06:55,490794889
10002766,2766,2008-03-01,CRJ100#82,LIL,CFE,2008-03-01T19:30,2008-03-01T20:55,436072195
10002769,2769,2008-03-01,CRJ100#82,CFE,LIL,2008-03-01T17:35,2008-03-01T19:00,436072195
10002782,2782,2008-03-01,ERJ145#31,BOD,BCN,2008-03-01T07:35,2008-03-01T08:45,1874672702
10002783,2783,2008-03-01,ERJ145#31,BCN,BOD,2008-03-01T09:20,2008-03-01T10:30,1874672702
10002786,2786,2008-03-01,F100#88,BOD,BCN,2008-03-01T16:05,2008-03-01T17:15,1544427966
10002787,2787,2008-03-01,F100#88,BCN,BOD,2008-03-01T18:00,2008-03-01T19:10,1544427966
10002801,2801,2008-03-01,ERJ135#178,BOD,CFE,2008-03-01T20:00,2008-03-01T20:55,1537375522
10002802,2802,2008-03-01,ERJ135#178,CFE,BOD,2008-03-01T17:45,2008-03-01T18:35,1537375522
10002803,2803,2008-03-01,ERJ145#229,BOD,CFE,2008-03-01T07:35,2008-03-01T08:30,2029747238
10002804,2804,2008-03-01,ERJ145#83,CFE,BOD,2008-03-01T06:00,2008-03-01T06:50,567345045
10002805,2805,2008-03-01,F100#88,CFE,GVA,2008-03-01T09:00,2008-03-01T09:50,1544427966
10002806,2806,2008-03-01,ERJ145#31,GVA,CFE,2008-03-01T16:25,2008-03-01T17:10,1874672702
10002808,2808,2008-03-01,ERJ145#31,BOD,GVA,2008-03-01T14:30,2008-03-01T15:55,1874672702
10002809,2809,2008-03-01,F100#88,GVA,BOD,2008-03-01T10:30,2008-03-01T11:45,1544427966
10002810,2810,2008-03-01,CRJ700#28,BOD,MAD,2008-03-01T07:20,2008-03-01T08:35,1796576214
10002811,2811,2008-03-01,CRJ700#28,MAD,BOD,2008-03-01T09:20,2008-03-01T10:35,1796576214
10002814,2814,2008-03-01,BAE300#155,BOD,MAD,2008-03-01T16:10,2008-03-01T17:25,1264780900
10002815,2815,2008-03-01,BAE300#155,MAD,BOD,2008-03-01T18:10,2008-03-01T19:25,1264780900
10002822,2822,2008-03-01,F100#243,TLS,MXP,2008-03-01T11:00,2008-03-01T12:20,1586437926
10002823,2823,2008-03-01,ERJ135#93,MXP,TLS,2008-03-01T13:30,2008-03-01T14:55,1653226048
10002826,2826,2008-03-01,ERJ135#93,TLS,MXP,2008-03-01T15:35,2008-03-01T16:55,1653226048
10002827,2827,2008-03-01,ERJ135#93,MXP,TLS,2008-03-01T17:35,2008-03-01T19:00,1653226048
10002828,2828,2008-03-01,B737900#238,TLS,FCO,2008-03-01T09:00,2008-03-01T10:45,1236994921
10002829,2829,2008-03-01,B737900#238,FCO,TLS,2008-03-01T11:45,2008-03-01T13:30,1236994921
10002830,2830,2008-03-01,F100#243,TLS,MAD,2008-03-01T06:00,2008-03-01T07:15,1030199412
10002831,2831,2008-03-01,F100#243,MAD,TLS,2008-03-01T07:55,2008-03-01T09:10,1030199412
10002834,2834,2008-03-01,BAE200#240,TLS,MAD,2008-03-01T17:10,2008-03-01T18:25,1327984013
10002835,2835,2008-03-01,BAE200#240,MAD,TLS,2008-03-01T18:55,2008-03-01T20:10,1327984013
10002836,2836,2008-03-01,ERJ145#136,TLS,CFE,2008-03-01T07:45,2008-03-01T08:40,577789850
10002838,2838,2008-03-01,ERJ145#136,TLS,CFE,2008-03-01T18:55,2008-03-01T19:50,191468754
10002839,2839,2008-03-01,ERJ145#136,CFE,TLS,2008-03-01T17:30,2008-03-01T18:25,191468754
10002840,2840,2008-03-01,F100#19,MRS,CFE,2008-03-01T07:40,2008-03-01T08:40,1048083132
10002842,2842,2008-03-01,A319#78,CFE,AMS,2008-03-01T09:20,2008-03-01T10:50,238583656
10002843,2843,2008-03-01,CRJ700#28,AMS,CFE,2008-03-01T15:25,2008-03-01T16:55,1796576214
10002846,2846,2008-03-01,F100#87,CFE,TLS,2008-03-01T06:20,2008-03-01T07:15,322410052
10002847,2847,2008-03-01,ERJ135#177,CFE,MRS,2008-03-01T17:35,2008-03-01T18:30,205150351
10002850,2850,2008-03-01,ERJ135#177,NTE,MPL,2008-03-01T05:55,2008-03-01T07:15,1153742415
10002851,2851,2008-03-01,ERJ135#177,MPL,CFE,2008-03-01T07:55,2008-03-01T08:45,1153742415
10002852,2852,2008-03-01,CRJ100#226,CFE,MPL,2008-03-01T17:45,2008-03-01T18:35,155496382
10002853,2853,2008-03-01,CRJ100#226,MPL,NTE,2008-03-01T19:10,2008-03-01T20:30,155496382
10002854,2854,2008-03-01,F100#19,NTE,MPL,2008-03-01T12:30,2008-03-01T13:50,1048083132
10002855,2855,2008-03-01,F100#19,MPL,NTE,2008-03-01T14:20,2008-03-01T15:40,1372239857
10002858,2858,2008-03-01,ERJ145#173,SXB,BOD,2008-03-01T14:05,2008-03-01T15:30,598441036
10002859,2859,2008-03-01,ERJ145#173,BOD,SXB,2008-03-01T11:35,2008-03-01T13:00,1803412708
10002860,2860,2008-03-01,ERJ145#143,MLH,BOD,2008-03-01T09:20,2008-03-01T10:45,308785032
10002861,2861,2008-03-01,BAE300#113,BOD,MLH,2008-03-01T16:00,2008-03-01T17:25,330066000
10002862,2862,2008-03-01,A320#146,CDG,MLH,2008-03-01T08:05,2008-03-01T09:15,2133107748
10002863,2863,2008-03-01,A320#146,MLH,CDG,2008-03-01T09:55,2008-03-01T11:10,2133107748
10002864,2864,2008-03-01,A320#46,CDG,MLH,2008-03-01T12:00,2008-03-01T13:10,1462263971
10002865,2865,2008-03-01,A320#46,MLH,CDG,2008-03-01T13:50,2008-03-01T15:05,1462263971
10002866,2866,2008-03-01,A318#33,CDG,MLH,2008-03-01T15:45,2008-03-01T16:55,764807854
10002867,2867,2008-03-01,A318#33,MLH,CDG,2008-03-01T17:30,2008-03-01T18:45,764807854
10002868,2868,2008-03-01,A318#174,CDG,MLH,2008-03-01T19:55,2008-03-01T21:05,1891923667
10002869,2869,2008-03-01,A320#142,MLH,CDG,2008-03-01T06:05,2008-03-01T07:20,673055254
10002871,2871,2008-03-01,A319#163,MXP,LYS,2008-03-01T05:55,2008-03-01T06:55,1964001711
10002872,2872,2008-03-01,A320#161,LYS,MXP,2008-03-01T07:35,2008-03-01T08:30,185398434
10002873,2873,2008-03-01,A319#203,MXP,LYS,2008-03-01T12:35,2008-03-01T13:35,1169307944
10002876,2876,2008-03-01,A320#9,LYS,MXP,2008-03-01T18:50,2008-03-01T19:45,2130037697
10002900,2900,2008-03-01,CRJ700#123,NCE,LIS,2008-03-01T13:10,2008-03-01T15:45,987581131
10002901,2901,2008-03-01,CRJ700#123,LIS,NCE,2008-03-01T10:10,2008-03-01T12:35,987581131
10002910,2910,2008-03-01,ERJ145#30,MRS,LIS,2008-03-01T15:25,2008-03-01T17:50,1903227280
10002911,2911,2008-03-01,F100#124,LIS,MRS,2008-03-01T12:30,2008-03-01T14:40,1336815701
10002948,2948,2008-03-01,B737900#238,TLS,LIS,2008-03-01T16:45,2008-03-01T18:55,1236994921
10002949,2949,2008-03-01,B737800#122,LIS,TLS,2008-03-01T14:00,2008-03-01T16:10,459037882
10002988,2988,2008-03-01,A319#43,LYS,LHR,2008-03-01T18:10,2008-03-01T19:50,1490379973
10002989,2989,2008-03-01,A319#43,LHR,LYS,2008-03-01T20:45,2008-03-01T22:20,1490379973
10003010,3010,2008-03-01,A320#7,LYS,VIE,2008-03-01T18:55,2008-03-01T20:45,659767626
10003011,3011,2008-03-01,A318#125,VIE,LYS,2008-03-01T07:40,2008-03-01T09:35,2061781893
10003012,3012,2008-03-01,A318#125,LYS,VIE,2008-03-01T10:05,2008-03-01T11:50,41568198
10003013,3013,2008-03-01,A320#9,VIE,LYS,2008-03-01T16:20,2008-03-01T18:10,2130037697
10003014,3014,2008-03-01,A318#125,LYS,VIE,2008-03-01T05:30,2008-03-01T07:10,2061781893
10003015,3015,2008-03-01,A320#98,VIE,LYS,2008-03-01T19:20,2008-03-01T21:20,502765167
10003032,3032,2008-03-01,A320#206,LYS,LIS,2008-03-01T19:20,2008-03-01T21:40,1822840672
10003033,3033,2008-03-01,A320#120,LIS,LYS,2008-03-01T16:00,2008-03-01T18:20,1242229500
10003034,3034,2008-03-01,A320#120,LYS,LIS,2008-03-01T11:40,2008-03-01T14:05,789264734
10003035,3035,2008-03-01,A320#120,LIS,LYS,2008-03-01T08:45,2008-03-01T11:00,789264734
10003052,3052,2008-03-01,A321#106,LYS,ZRH,2008-03-01T07:35,2008-03-01T08:45,1408019314
10003053,3053,2008-03-01,A321#106,ZRH,LYS,2008-03-01T12:25,2008-03-01T13:35,1408019314
