id,airport,start,finish,capacity,type,misuse_penalty
410,LHR,2008-03-01T14:00,2008-03-01T15:00,1,t,0
411,LHR,2008-03-01T15:00,2008-03-01T16:00,1,l,0
412,LHR,2008-03-01T16:00,2008-03-01T17:00,1,t,0
413,LHR,2008-03-01T17:00,2008-03-01T18:00,1,t,0
414,LHR,2008-03-01T18:00,2008-03-01T19:00,1,t,0
415,LHR,2008-03-01T16:00,2008-03-01T17:00,1,l,0
416,LHR,2008-03-01T17:00,2008-03-01T18:00,1,l,7000
417,LHR,2008-03-01T18:00,2008-03-01T19:00,1,l,0
418,LHR,2008-03-01T19:00,2008-03-01T20:00,1,t,0
419,LHR,2008-03-01T19:00,2008-03-01T20:00,2,l,0
420,LHR,2008-03-01T20:00,2008-03-01T21:00,2,t,0
421,LHR,2008-03-01T20:00,2008-03-01T21:00,1,l,0
422,LIG,2008-03-01T05:00,2008-03-01T06:00,2,t,0
423,LIG,2008-03-01T08:00,2008-03-01T09:00,1,l,0
424,LIG,2008-03-01T09:00,2008-03-01T10:00,1,t,0
425,LIG,2008-03-01T09:00,2008-03-01T10:00,2,l,2000
426,LIG,2008-03-01T10:00,2008-03-01T11:00,1,t,0
427,LIG,2008-03-01T12:00,2008-03-01T13:00,2,t,0
428,LIG,2008-03-01T12:00,2008-03-01T13:00,1,l,0
429,LIG,2008-03-01T13:00,2008-03-01T14:00,1,t,0
430,LIG,2008-03-01T13:00,2008-03-01T14:00,2,l,0
431,LIG,2008-03-01T15:00,2008-03-01T16:00,1,t,0
432,LIG,2008-03-01T16:00,2008-03-01T17:00,1,t,0
433,LIG,2008-03-01T16:00,2008-03-01T17:00,1,l,0
434,LIG,2008-03-01T18:00,2008-03-01T19:00,1,t,0
435,LIG,2008-03-01T18:00,2008-03-01T19:00,1,l,0
436,LIG,2008-03-01T20:00,2008-03-01T21:00,1,l,0
437,LIG,2008-03-01T21:00,2008-03-01T22:00,1,l,0
438,LIL,2008-03-01T05:00,2008-03-01T06:00,5,t,0
439,LIL,2008-03-01T06:00,2008-03-01T07:00,2,l,0
440,LIL,2008-03-01T07:00,2008-03-01T08:00,2,t,2000
441,LIL,2008-03-01T08:00,2008-03-01T09:00,3,l,0
442,LIL,2008-03-01T09:00,2008-03-01T10:00,2,t,0
443,LIL,2008-03-01T09:00,2008-03-01T10:00,4,l,0
444,LIL,2008-03-01T10:00,2008-03-01T11:00,1,l,0
445,LIL,2008-03-01T11:00,2008-03-01T12:00,1,l,0
446,LIL,2008-03-01T12:00,2008-03-01T13:00,1,t,0
447,LIL,2008-03-01T12:00,2008-03-01T13:00,1,l,0
448,LIL,2008-03-01T13:00,2008-03-01T14:00,1,t,0
449,LIL,2008-03-01T14:00,2008-03-01T15:00,1,t,0
450,LIL,2008-03-01T15:00,2008-03-01T16:00,1,t,0
451,LIL,2008-03-01T15:00,2008-03-01T16:00,1,l,0
452,LIL,2008-03-01T16:00,2008-03-01T17:00,3,t,0
453,LIL,2008-03-01T16:00,2008-03-01T17:00,3,l,0
454,LIL,2008-03-01T17:00,2008-03-01T18:00,2,t,0
455,LIL,2008-03-01T17:00,2008-03-01T18:00,2,l,0
456,LIL,2008-03-01T18:00,2008-03-01T19:00,1,t,0
457,LIL,2008-03-01T19:00,2008-03-01T20:00,2,t,0
458,LIL,2008-03-01T19:00,2008-03-01T20:00,3,l,0
459,LIL,2008-03-01T20:00,2008-03-01T21:00,1,l,0
460,LIL,2008-03-01T21:00,2008-03-01T22:00,3,l,0
461,LIS,2008-03-01T07:00,2008-03-01T08:00,1,t,0
462,LIS,2008-03-01T08:00,2008-03-01T09:00,1,t,0
463,LIS,2008-03-01T08:00,2008-03-01T09:00,1,l,0
464,LIS,2008-03-01T09:00,2008-03-01T10:00,1,l,0
465,LIS,2008-03-01T10:00,2008-03-01T11:00,1,t,0
466,LIS,2008-03-01T11:00,2008-03-01T12:00,1,t,0
467,LIS,2008-03-01T12:00,2008-03-01T13:00,1,t,0
468,LIS,2008-03-01T13:00,2008-03-01T14:00,1,t,4000
469,LIS,2008-03-01T13:00,2008-03-01T14:00,1,l,0
470,LIS,2008-03-01T14:00,2008-03-01T15:00,1,t,0
471,LIS,2008-03-01T15:00,2008-03-01T16:00,1,t,0
472,LIS,2008-03-01T16:00,2008-03-01T17:00,1,t,9000
473,LIS,2008-03-01T14:00,2008-03-01T15:00,2,l,0
474,LIS,2008-03-01T15:00,2008-03-01T16:00,2,l,0
475,LIS,2008-03-01T16:00,2008-03-01T17:00,2,l,0
476,LIS,2008-03-01T17:00,2008-03-01T18:00,2,l,0
477,LIS,2008-03-01T18:00,2008-03-01T19:00,1,t,0
478,LIS,2008-03-01T18:00,2008-03-01T19:00,1,l,0
479,LIS,2008-03-01T21:00,2008-03-01T22:00,2,l,0
480,LYS,2008-03-01T05:00,2008-03-01T06:00,7,t,0
481,LYS,2008-03-01T06:00,2008-03-01T07:00,4,t,0
482,LYS,2008-03-01T06:00,2008-03-01T07:00,18,l,0
483,LYS,2008-03-01T07:00,2008-03-01T08:00,23,t,0
484,LYS,2008-03-01T07:00,2008-03-01T08:00,14,l,0
485,LYS,2008-03-01T08:00,2008-03-01T09:00,6,t,0
486,LYS,2008-03-01T08:00,2008-03-01T09:00,5,l,0
487,LYS,2008-03-01T09:00,2008-03-01T10:00,4,t,0
488,LYS,2008-03-01T09:00,2008-03-01T10:00,3,l,0
489,LYS,2008-03-01T10:00,2008-03-01T11:00,3,t,0
490,LYS,2008-03-01T10:00,2008-03-01T11:00,4,l,0
491,LYS,2008-03-01T11:00,2008-03-01T12:00,5,t,0
492,LYS,2008-03-01T11:00,2008-03-01T12:00,5,l,0
493,LYS,2008-03-01T12:00,2008-03-01T13:00,4,t,0
494,LYS,2008-03-01T12:00,2008-03-01T13:00,2,l,0
495,LYS,2008-03-01T13:00,2008-03-01T14:00,3,t,0
496,LYS,2008-03-01T13:00,2008-03-01T14:00,18,l,0
497,LYS,2008-03-01T14:00,2008-03-01T15:00,14,t,0
498,LYS,2008-03-01T14:00,2008-03-01T15:00,8,l,0
499,LYS,2008-03-01T15:00,2008-03-01T16:00,13,t,7000
500,LYS,2008-03-01T15:00,2008-03-01T16:00,2,l,0
501,LYS,2008-03-01T16:00,2008-03-01T17:00,4,t,0
502,LYS,2008-03-01T16:00,2008-03-01T17:00,3,l,0
503,LYS,2008-03-01T17:00,2008-03-01T18:00,3,t,0
504,LYS,2008-03-01T17:00,2008-03-01T18:00,10,l,0
505,LYS,2008-03-01T18:00,2008-03-01T19:00,11,t,0
506,LYS,2008-03-01T18:00,2008-03-01T19:00,18,l,0
507,LYS,2008-03-01T19:00,2008-03-01T20:00,16,t,8000
508,LYS,2008-03-01T19:00,2008-03-01T20:00,3,l,0
509,LYS,2008-03-01T20:00,2008-03-01T21:00,1,t,0
510,LYS,2008-03-01T20:00,2008-03-01T21:00,4,l,0
511,LYS,2008-03-01T21:00,2008-03-01T22:00,4,l,0
512,LYS,2008-03-01T22:00,2008-03-01T23:00,1,l,0
513,MAD,2008-03-01T05:00,2008-03-01T06:00,1,t,1000
514,MAD,2008-03-01T06:00,2008-03-01T07:00,2,t,0
515,MAD,2008-03-01T07:00,2008-03-01T08:00,3,t,0
516,MAD,2008-03-01T07:00,2008-03-01T08:00,1,l,0
517,MAD,2008-03-01T08:00,2008-03-01T09:00,3,l,6000
518,MAD,2008-03-01T09:00,2008-03-01T10:00,2,t,0
519,MAD,2008-03-01T09:00,2008-03-01T10:00,2,l,0
520,MAD,2008-03-01T10:00,2008-03-01T11:00,1,t,0
521,MAD,2008-03-01T10:00,2008-03-01T11:00,1,l,0
522,MAD,2008-03-01T11:00,2008-03-01T12:00,2,t,0
523,MAD,2008-03-01T12:00,2008-03-01T13:00,2,t,0
524,MAD,2008-03-01T11:00,2008-03-01T12:00,2,l,0
525,MAD,2008-03-01T12:00,2008-03-01T13:00,2,l,0
526,MAD,2008-03-01T13:00,2008-03-01T14:00,1,l,7000
527,MAD,2008-03-01T14:00,2008-03-01T15:00,1,t,0
528,MAD,2008-03-01T15:00,2008-03-01T16:00,1,t,0
529,MAD,2008-03-01T15:00,2008-03-01T16:00,1,l,0
530,MAD,2008-03-01T16:00,2008-03-01T17:00,2,t,0
531,MAD,2008-03-01T16:00,2008-03-01T17:00,3,l,0
532,MAD,2008-03-01T17:00,2008-03-01T18:00,1,t,0
533,MAD,2008-03-01T17:00,2008-03-01T18:00,5,l,0
534,MAD,2008-03-01T18:00,2008-03-01T19:00,3,t,0
535,MAD,2008-03-01T18:00,2008-03-01T19:00,2,l,0
536,MAD,2008-03-01T19:00,2008-03-01T20:00,2,t,0
537,MAD,2008-03-01T20:00,2008-03-01T21:00,3,l,0
538,MAD,2008-03-01T21:00,2008-03-01T22:00,1,l,0
539,MLH,2008-03-01T05:00,2008-03-01T06:00,2,t,0
540,MLH,2008-03-01T06:00,2008-03-01T07:00,2,t,0
541,MLH,2008-03-01T06:00,2008-03-01T07:00,1,l,0
542,MLH,2008-03-01T07:00,2008-03-01T08:00,1,t,0
543,MLH,2008-03-01T08:00,2008-03-01T09:00,1,t,0
544,MLH,2008-03-01T08:00,2008-03-01T09:00,3,l,0
545,MLH,2008-03-01T09:00,2008-03-01T10:00,3,t,0
546,MLH,2008-03-01T09:00,2008-03-01T10:00,2,l,9000
547,MLH,2008-03-01T10:00,2008-03-01T11:00,1,t,0
548,MLH,2008-03-01T10:00,2008-03-01T11:00,2,l,0
549,MLH,2008-03-01T13:00,2008-03-01T14:00,2,t,0
550,MLH,2008-03-01T13:00,2008-03-01T14:00,2,l,0
551,MLH,2008-03-01T14:00,2008-03-01T15:00,1,l,0
552,MLH,2008-03-01T15:00,2008-03-01T16:00,3,t,0
553,MLH,2008-03-01T15:00,2008-03-01T16:00,1,l,0
554,MLH,2008-03-01T16:00,2008-03-01T17:00,1,l,2000
555,MLH,2008-03-01T17:00,2008-03-01T18:00,3,t,1000
556,MLH,2008-03-01T17:00,2008-03-01T18:00,2,l,0
557,MLH,2008-03-01T18:00,2008-03-01T19:00,1,t,3000
558,MLH,2008-03-01T18:00,2008-03-01T19:00,1,l,8000
559,MLH,2008-03-01T19:00,2008-03-01T20:00,1,l,5000
560,MLH,2008-03-01T20:00,2008-03-01T21:00,1,t,0
561,MLH,2008-03-01T20:00,2008-03-01T21:00,1,l,0
562,MLH,2008-03-01T21:00,2008-03-01T22:00,3,l,2000
563,MPL,2008-03-01T05:00,2008-03-01T06:00,3,t,0
564,MPL,2008-03-01T06:00,2008-03-01T07:00,3,t,0
565,MPL,2008-03-01T07:00,2008-03-01T08:00,2,t,0
566,MPL,2008-03-01T08:00,2008-03-01T09:00,2,t,0
567,MPL,2008-03-01T07:00,2008-03-01T08:00,2,l,0
568,MPL,2008-03-01T08:00,2008-03-01T09:00,2,l,0
569,MPL,2008-03-01T09:00,2008-03-01T10:00,1,t,0
570,MPL,2008-03-01T09:00,2008-03-01T10:00,1,l,0
571,MPL,2008-03-01T10:00,2008-03-01T11:00,1,t,5000
572,MPL,2008-03-01T11:00,2008-03-01T12:00,1,t,9000
573,MPL,2008-03-01T11:00,2008-03-01T12:00,3,l,0
574,MPL,2008-03-01T12:00,2008-03-01T13:00,4,t,0
575,MPL,2008-03-01T12:00,2008-03-01T13:00,1,l,3000
576,MPL,2008-03-01T13:00,2008-03-01T14:00,1,t,9000
577,MPL,2008-03-01T13:00,2008-03-01T14:00,2,l,0
578,MPL,2008-03-01T14:00,2008-03-01T15:00,2,t,0
579,MPL,2008-03-01T15:00,2008-03-01T16:00,1,t,0
580,MPL,2008-03-01T15:00,2008-03-01T16:00,2,l,0
581,MPL,2008-03-01T16:00,2008-03-01T17:00,2,t,0
582,MPL,2008-03-01T16:00,2008-03-01T17:00,1,l,0
583,MPL,2008-03-01T17:00,2008-03-01T18:00,1,t,0
584,MPL,2008-03-01T17:00,2008-03-01T18:00,1,l,0
585,MPL,2008-03-01T18:00,2008-03-01T19:00,1,t,0
586,MPL,2008-03-01T19:00,2008-03-01T20:00,1,t,0
587,MPL,2008-03-01T18:00,2008-03-01T19:00,2,l,0
588,MPL,2008-03-01T19:00,2008-03-01T20:00,2,l,0
589,MPL,2008-03-01T20:00,2008-03-01T21:00,1,t,8000
590,MPL,2008-03-01T20:00,2008-03-01T21:00,1,l,0
591,MPL,2008-03-01T21:00,2008-03-01T22:00,2,l,9000
592,MRS,2008-03-01T05:00,2008-03-01T06:00,6,t,0
593,MRS,2008-03-01T06:00,2008-03-01T07:00,5,t,0
594,MRS,2008-03-01T06:00,2008-03-01T07:00,5,l,7000
595,MRS,2008-03-01T07:00,2008-03-01T08:00,10,t,0
596,MRS,2008-03-01T07:00,2008-03-01T08:00,10,l,0
597,MRS,2008-03-01T08:00,2008-03-01T09:00,4,t,0
598,MRS,2008-03-01T08:00,2008-03-01T09:00,4,l,4000
599,MRS,2008-03-01T09:00,2008-03-01T10:00,5,t,0
600,MRS,2008-03-01T09:00,2008-03-01T10:00,3,l,0
601,MRS,2008-03-01T10:00,2008-03-01T11:00,2,t,0
602,MRS,2008-03-01T11:00,2008-03-01T12:00,2,t,2000
603,MRS,2008-03-01T10:00,2008-03-01T11:00,4,l,0
604,MRS,2008-03-01T11:00,2008-03-01T12:00,4,l,0
605,MRS,2008-03-01T12:00,2008-03-01T13:00,4,t,5000
606,MRS,2008-03-01T12:00,2008-03-01T13:00,2,l,1000
607,MRS,2008-03-01T13:00,2008-03-01T14:00,3,t,0
608,MRS,2008-03-01T13:00,2008-03-01T14:00,5,l,0
609,MRS,2008-03-01T14:00,2008-03-01T15:00,4,t,8000
610,MRS,2008-03-01T14:00,2008-03-01T15:00,5,l,0
611,MRS,2008-03-01T15:00,2008-03-01T16:00,7,t,0
612,MRS,2008-03-01T15:00,2008-03-01T16:00,3,l,0
613,MRS,2008-03-01T16:00,2008-03-01T17:00,5,t,0
614,MRS,2008-03-01T16:00,2008-03-01T17:00,4,l,0
615,MRS,2008-03-01T17:00,2008-03-01T18:00,3,t,0
616,MRS,2008-03-01T17:00,2008-03-01T18:00,3,l,0
617,MRS,2008-03-01T18:00,2008-03-01T19:00,2,t,0
618,MRS,2008-03-01T18:00,2008-03-01T19:00,5,l,0
619,MRS,2008-03-01T19:00,2008-03-01T20:00,7,t,0
620,MRS,2008-03-01T19:00,2008-03-01T20:00,9,l,0
621,MRS,2008-03-01T20:00,2008-03-01T21:00,3,t,0
622,MRS,2008-03-01T20:00,2008-03-01T21:00,5,l,0
623,MRS,2008-03-01T21:00,2008-03-01T22:00,2,l,0
624,MUC,2008-03-01T05:00,2008-03-01T06:00,1,t,0
625,MUC,2008-03-01T06:00,2008-03-01T07:00,1,t,0
626,MUC,2008-03-01T07:00,2008-03-01T08:00,1,l,0
627,MUC,2008-03-01T08:00,2008-03-01T09:00,1,t,0
628,MUC,2008-03-01T08:00,2008-03-01T09:00,2,l,0
629,MUC,2008-03-01T09:00,2008-03-01T10:00,1,t,0
630,MUC,2008-03-01T10:00,2008-03-01T11:00,1,l,0
631,MUC,2008-03-01T11:00,2008-03-01T12:00,1,l,0
632,MUC,2008-03-01T12:00,2008-03-01T13:00,2,t,0
633,MUC,2008-03-01T13:00,2008-03-01T14:00,1,l,0
634,MUC,2008-03-01T15:00,2008-03-01T16:00,1,t,0
635,MUC,2008-03-01T16:00,2008-03-01T17:00,1,t,0
636,MUC,2008-03-01T16:00,2008-03-01T17:00,2,l,0
637,MUC,2008-03-01T17:00,2008-03-01T18:00,1,t,0
638,MUC,2008-03-01T17:00,2008-03-01T18:00,1,l,0
639,MUC,2008-03-01T18:00,2008-03-01T19:00,1,l,0
640,MUC,2008-03-01T19:00,2008-03-01T20:00,2,t,0
641,MUC,2008-03-01T20:00,2008-03-01T21:00,1,l,0
642,MUC,2008-03-01T21:00,2008-03-01T22:00,1,l,0
643,MXP,2008-03-01T05:00,2008-03-01T06:00,1,t,0
644,MXP,2008-03-01T06:00,2008-03-01T07:00,2,t,4000
645,MXP,2008-03-01T06:00,2008-03-01T07:00,1,l,0
646,MXP,2008-03-01T07:00,2008-03-01T08:00,6,l,0
647,MXP,2008-03-01T08:00,2008-03-01T09:00,5,t,0
648,MXP,2008-03-01T08:00,2008-03-01T09:00,3,l,0
649,MXP,2008-03-01T09:00,2008-03-01T10:00,3,t,0
650,MXP,2008-03-01T10:00,2008-03-01T11:00,1,t,0
651,MXP,2008-03-01T10:00,2008-03-01T11:00,2,l,0
652,MXP,2008-03-01T11:00,2008-03-01T12:00,2,t,0
653,MXP,2008-03-01T11:00,2008-03-01T12:00,3,l,0
654,MXP,2008-03-01T12:00,2008-03-01T13:00,2,t,0
655,MXP,2008-03-01T12:00,2008-03-01T13:00,7,l,0
656,MXP,2008-03-01T13:00,2008-03-01T14:00,3,t,0
657,MXP,2008-03-01T13:00,2008-03-01T14:00,2,l,0
658,MXP,2008-03-01T14:00,2008-03-01T15:00,4,t,0
659,MXP,2008-03-01T14:00,2008-03-01T15:00,1,l,0
660,MXP,2008-03-01T15:00,2008-03-01T16:00,3,t,0
661,MXP,2008-03-01T15:00,2008-03-01T16:00,1,l,0
662,MXP,2008-03-01T16:00,2008-03-01T17:00,1,t,0
663,MXP,2008-03-01T16:00,2008-03-01T17:00,2,l,0
664,MXP,2008-03-01T17:00,2008-03-01T18:00,2,t,0
665,MXP,2008-03-01T17:00,2008-03-01T18:00,3,l,0
666,MXP,2008-03-01T18:00,2008-03-01T19:00,4,l,0
667,MXP,2008-03-01T19:00,2008-03-01T20:00,4,t,0
668,MXP,2008-03-01T19:00,2008-03-01T20:00,2,l,1000
669,MXP,2008-03-01T20:00,2008-03-01T21:00,3,t,0
670,MXP,2008-03-01T21:00,2008-03-01T22:00,1,l,0
671,NCE,2008-03-01T05:00,2008-03-01T06:00,6,t,0
672,NCE,2008-03-01T06:00,2008-03-01T07:00,3,t,0
673,NCE,2008-03-01T07:00,2008-03-01T08:00,4,t,8000
674,NCE,2008-03-01T07:00,2008-03-01T08:00,6,l,0
675,NCE,2008-03-01T08:00,2008-03-01T09:00,4,t,0
676,NCE,2008-03-01T08:00,2008-03-01T09:00,3,l,0
677,NCE,2008-03-01T09:00,2008-03-01T10:00,4,t,0
678,NCE,2008-03-01T09:00,2008-03-01T10:00,5,l,0
679,NCE,2008-03-01T10:00,2008-03-01T11:00,7,t,0
680,NCE,2008-03-01T10:00,2008-03-01T11:00,8,l,0
681,NCE,2008-03-01T11:00,2008-03-01T12:00,5,t,0
682,NCE,2008-03-01T11:00,2008-03-01T12:00,3,l,0
683,NCE,2008-03-01T12:00,2008-03-01T13:00,3,t,0
684,NCE,2008-03-01T12:00,2008-03-01T13:00,3,l,0
685,NCE,2008-03-01T13:00,2008-03-01T14:00,4,t,0
686,NCE,2008-03-01T13:00,2008-03-01T14:00,3,l,0
687,NCE,2008-03-01T14:00,2008-03-01T15:00,2,t,0
688,NCE,2008-03-01T14:00,2008-03-01T15:00,6,l,0
689,NCE,2008-03-01T15:00,2008-03-01T16:00,7,t,0
690,NCE,2008-03-01T15:00,2008-03-01T16:00,4,l,0
691,NCE,2008-03-01T16:00,2008-03-01T17:00,5,t,0
692,NCE,2008-03-01T16:00,2008-03-01T17:00,6,l,0
693,NCE,2008-03-01T17:00,2008-03-01T18:00,5,t,0
694,NCE,2008-03-01T17:00,2008-03-01T18:00,3,l,0
695,NCE,2008-03-01T18:00,2008-03-01T19:00,3,t,0
696,NCE,2008-03-01T18:00,2008-03-01T19:00,4,l,0
697,NCE,2008-03-01T19:00,2008-03-01T20:00,5,t,0
698,NCE,2008-03-01T19:00,2008-03-01T20:00,2,l,0
699,NCE,2008-03-01T20:00,2008-03-01T21:00,1,t,0
700,NCE,2008-03-01T20:00,2008-03-01T21:00,6,l,0
701,NCE,2008-03-01T21:00,2008-03-01T22:00,3,l,0
702,NTE,2008-03-01T05:00,2008-03-01T06:00,4,t,0
703,NTE,2008-03-01T05:00,2008-03-01T06:00,1,l,6000
704,NTE,2008-03-01T06:00,2008-03-01T07:00,3,t,0
705,NTE,2008-03-01T06:00,2008-03-01T07:00,4,l,0
706,NTE,2008-03-01T07:00,2008-03-01T08:00,4,t,0
707,NTE,2008-03-01T07:00,2008-03-01T08:00,2,l,0
708,NTE,2008-03-01T08:00,2008-03-01T09:00,1,t,0
709,NTE,2008-03-01T08:00,2008-03-01T09:00,2,l,0
710,NTE,2008-03-01T09:00,2008-03-01T10:00,4,t,0
711,NTE,2008-03-01T09:00,2008-03-01T10:00,4,l,1000
712,NTE,2008-03-01T10:00,2008-03-01T11:00,4,t,0
713,NTE,2008-03-01T10:00,2008-03-01T11:00,2,l,0
714,NTE,2008-03-01T12:00,2008-03-01T13:00,2,t,0
715,NTE,2008-03-01T12:00,2008-03-01T13:00,4,l,0
716,NTE,2008-03-01T13:00,2008-03-01T14:00,4,t,0
717,NTE,2008-03-01T13:00,2008-03-01T14:00,2,l,0
718,NTE,2008-03-01T14:00,2008-03-01T15:00,3,t,0
719,NTE,2008-03-01T14:00,2008-03-01T15:00,2,l,0
720,NTE,2008-03-01T15:00,2008-03-01T16:00,1,t,0
721,NTE,2008-03-01T15:00,2008-03-01T16:00,1,l,0
722,NTE,2008-03-01T16:00,2008-03-01T17:00,3,t,0
723,NTE,2008-03-01T16:00,2008-03-01T17:00,4,l,6000
724,NTE,2008-03-01T17:00,2008-03-01T18:00,3,t,0
725,NTE,2008-03-01T17:00,2008-03-01T18:00,5,l,0
726,NTE,2008-03-01T18:00,2008-03-01T19:00,3,t,0
727,NTE,2008-03-01T18:00,2008-03-01T19:00,4,l,0
728,NTE,2008-03-01T19:00,2008-03-01T20:00,3,t,0
729,NTE,2008-03-01T20:00,2008-03-01T21:00,5,l,0
730,NTE,2008-03-01T21:00,2008-03-01T22:00,1,t,0
731,NTE,2008-03-01T21:00,2008-03-01T22:00,2,l,4000
732,ORY,2008-03-01T05:00,2008-03-01T06:00,7,t,0
733,ORY,2008-03-01T06:00,2008-03-01T07:00,14,t,0
734,ORY,2008-03-01T06:00,2008-03-01T07:00,12,l,0
735,ORY,2008-03-01T07:00,2008-03-01T08:00,16,t,0
736,ORY,2008-03-01T07:00,2008-03-01T08:00,15,l,0
737,ORY,2008-03-01T08:00,2008-03-01T09:00,13,t,0
738,ORY,2008-03-01T08:00,2008-03-01T09:00,12,l,0
739,ORY,2008-03-01T09:00,2008-03-01T10:00,6,t,0
740,ORY,2008-03-01T09:00,2008-03-01T10:00,12,l,0
741,ORY,2008-03-01T10:00,2008-03-01T11:00,7,t,5000
742,ORY,2008-03-01T10:00,2008-03-01T11:00,10,l,8000
743,ORY,2008-03-01T11:00,2008-03-01T12:00,9,t,0
744,ORY,2008-03-01T11:00,2008-03-01T12:00,11,l,0
745,ORY,2008-03-01T12:00,2008-03-01T13:00,13,t,0
746,ORY,2008-03-01T12:00,2008-03-01T13:00,8,l,8000
747,ORY,2008-03-01T13:00,2008-03-01T14:00,8,t,0
748,ORY,2008-03-01T13:00,2008-03-01T14:00,9,l,0
749,ORY,2008-03-01T14:00,2008-03-01T15:00,10,t,0
750,ORY,2008-03-01T14:00,2008-03-01T15:00,8,l,2000
751,ORY,2008-03-01T15:00,2008-03-01T16:00,10,t,0
752,ORY,2008-03-01T15:00,2008-03-01T16:00,10,l,0
753,ORY,2008-03-01T16:00,2008-03-01T17:00,19,t,0
754,ORY,2008-03-01T16:00,2008-03-01T17:00,10,l,0
755,ORY,2008-03-01T17:00,2008-03-01T18:00,10,t,0
756,ORY,2008-03-01T17:00,2008-03-01T18:00,15,l,0
757,ORY,2008-03-01T18:00,2008-03-01T19:00,12,t,0
758,ORY,2008-03-01T18:00,2008-03-01T19:00,10,l,0
759,ORY,2008-03-01T19:00,2008-03-01T20:00,9,t,2000
760,ORY,2008-03-01T19:00,2008-03-01T20:00,18,l,0
761,ORY,2008-03-01T20:00,2008-03-01T21:00,11,t,0
762,ORY,2008-03-01T20:00,2008-03-01T21:00,8,l,0
763,ORY,2008-03-01T21:00,2008-03-01T22:00,6,l,0
764,PMO,2008-03-01T05:00,2008-03-01T06:00,2,t,0
765,PMO,2008-03-01T06:00,2008-03-01T07:00,1,t,0
766,PMO,2008-03-01T08:00,2008-03-01T09:00,1,t,0
767,PMO,2008-03-01T09:00,2008-03-01T10:00,1,t,0
768,PMO,2008-03-01T10:00,2008-03-01T11:00,1,l,0
769,PMO,2008-03-01T11:00,2008-03-01T12:00,2,t,0
770,PMO,2008-03-01T11:00,2008-03-01T12:00,2,l,0
771,PMO,2008-03-01T12:00,2008-03-01T13:00,1,t,0
772,PMO,2008-03-01T13:00,2008-03-01T14:00,1,l,0
773,PMO,2008-03-01T14:00,2008-03-01T15:00,1,l,0
774,PMO,2008-03-01T15:00,2008-03-01T16:00,1,t,0
775,PMO,2008-03-01T15:00,2008-03-01T16:00,1,l,9000
776,PMO,2008-03-01T16:00,2008-03-01T17:00,1,t,0
777,PMO,2008-03-01T17:00,2008-03-01T18:00,1,l,0
778,PMO,2008-03-01T18:00,2008-03-01T19:00,1,t,0
779,PMO,2008-03-01T18:00,2008-03-01T19:00,1,l,0
780,PMO,2008-03-01T20:00,2008-03-01T21:00,1,l,0
781,PMO,2008-03-01T21:00,2008-03-01T22:00,1,l,0
782,PRG,2008-03-01T06:00,2008-03-01T07:00,1,t,0
783,PRG,2008-03-01T08:00,2008-03-01T09:00,1,l,0
784,PRG,2008-03-01T09:00,2008-03-01T10:00,1,t,0
785,PRG,2008-03-01T09:00,2008-03-01T10:00,2,l,0
786,PRG,2008-03-01T10:00,2008-03-01T11:00,2,l,0
787,PRG,2008-03-01T11:00,2008-03-01T12:00,1,t,0
788,PRG,2008-03-01T12:00,2008-03-01T13:00,1,t,0
789,PRG,2008-03-01T13:00,2008-03-01T14:00,1,l,0
790,PRG,2008-03-01T14:00,2008-03-01T15:00,1,t,0
791,PRG,2008-03-01T15:00,2008-03-01T16:00,2,t,0
792,PRG,2008-03-01T15:00,2008-03-01T16:00,1,l,0
793,PRG,2008-03-01T16:00,2008-03-01T17:00,1,t,0
794,PRG,2008-03-01T17:00,2008-03-01T18:00,1,t,0
795,PRG,2008-03-01T16:00,2008-03-01T17:00,1,l,0
796,PRG,2008-03-01T17:00,2008-03-01T18:00,1,l,4000
797,PRG,2008-03-01T18:00,2008-03-01T19:00,1,t,0
798,PRG,2008-03-01T19:00,2008-03-01T20:00,1,t,0
799,PRG,2008-03-01T19:00,2008-03-01T20:00,2,l,0
800,PRG,2008-03-01T21:00,2008-03-01T22:00,1,l,0
801,PUF,2008-03-01T05:00,2008-03-01T06:00,3,t,0
802,PUF,2008-03-01T06:00,2008-03-01T07:00,1,t,0
803,PUF,2008-03-01T07:00,2008-03-01T08:00,1,l,0
804,PUF,2008-03-01T08:00,2008-03-01T09:00,2,t,0
805,PUF,2008-03-01T08:00,2008-03-01T09:00,1,l,0
806,PUF,2008-03-01T09:00,2008-03-01T10:00,1,t,0
807,PUF,2008-03-01T09:00,2008-03-01T10:00,3,l,9000
808,PUF,2008-03-01T10:00,2008-03-01T11:00,1,t,0
809,PUF,2008-03-01T12:00,2008-03-01T13:00,1,l,0
810,PUF,2008-03-01T13:00,2008-03-01T14:00,1,l,0
811,PUF,2008-03-01T14:00,2008-03-01T15:00,1,t,0
812,PUF,2008-03-01T14:00,2008-03-01T15:00,1,l,7000
813,PUF,2008-03-01T15:00,2008-03-01T16:00,1,t,5000
814,PUF,2008-03-01T16:00,2008-03-01T17:00,1,t,0
815,PUF,2008-03-01T17:00,2008-03-01T18:00,1,l,0
816,PUF,2008-03-01T18:00,2008-03-01T19:00,1,t,0
817,PUF,2008-03-01T18:00,2008-03-01T19:00,1,l,9000
818,PUF,2008-03-01T19:00,2008-03-01T20:00,1,t,0
