crew_id,DUB,SXB,VCE,VIE
XTNOBBQP,1,1,1,1
VGQNBCJD,1,1,1,1
DYVYYHFF,1,1,1,1
DFBJKKDE,1,1,1,1
MBHGFGIS,1,1,1,1
VEEKIHTM,1,1,1,1
WXIVKEGT,1,1,1,1
CNCWCADP,1,1,1,1
LUVNPRDA,1,1,1,1
ITZKOHBA,1,1,1,1
RBLYLNWQ,1,1,1,1
EZNHERSK,1,1,1,1
QGMRHOIJ,1,1,1,1
XEEZCYGU,1,1,1,1
WIBPSYKI,1,1,1,1
NHURBUXV,1,1,1,1
UCICUMXV,1,1,1,1
RKRZVAYQ,1,1,1,1
UQXOVFEB,1,1,1,1
ERRULBRZ,1,1,1,1
ZVURFMNW,1,1,1,1
BIGBEDIB,1,1,1,1
GEONSLEY,1,1,1,1
EAWGWEHU,1,1,1,1
KFZALJTR,1,1,1,1
KDZWKSMZ,1,1,1,1
AWQUAVSR,1,1,1,1
YIPALCHE,1,1,1,1
NZYMDFQC,1,1,1,1
XZDHMEEM,1,1,1,1
CNBJAWCE,1,1,1,1
NTZRDSTM,1,1,1,1
RRZYDNXT,1,1,1,1
LLACBLWR,1,1,1,1
ZKRLRRWH,1,1,1,1
EFNTLWLG,1,1,1,1
RRVXRNAI,1,1,1,1
QGOJZYLO,1,1,1,1
CTKXCXCQ,1,1,1,1
GJSMERRO,1,1,1,1
JIZBLPEB,1,1,1,1
WDMJFJBV,1,1,1,1
RDITTURE,1,1,1,1
KHLBOXQJ,1,1,1,1
IPCOAZEC,1,1,1,1
FVYGLYZT,1,1,1,1
GPAQMPHS,1,1,1,1
TDFUBIKW,1,1,1,1
DDARUXZZ,1,1,1,1
OOFXEPNU,1,1,1,1
OGTPJJYE,1,1,1,1
EWQLYQGW,1,1,1,1
RSMELLNO,1,1,1,1
SUWXAVKV,1,1,1,1
RVFRATPV,1,1,1,1
NUETTAVT,1,1,1,1
ITYEKGZX,1,1,1,1
AINJEKFR,1,1,1,1
RQFGGGYG,1,1,1,1
MPYHKSMJ,1,1,1,1
QTOTOKPW,1,1,1,1
ZFXKTEPM,1,1,1,1
TUXAOLFL,1,1,1,1
GDKLVMJK,1,1,1,1
DBDYYNVR,1,1,1,1
WAEKMIDJ,1,1,1,1
ZCMNPTLK,1,1,1,1
LHHCJYIX,1,1,1,1
HAJEGNQO,1,1,1,1
NQBUDBDB,1,1,1,1
OBBBSJXA,1,1,1,1
FZWFIPJR,1,1,1,1
EJJJAKEA,1,1,1,1
QOGXGZBJ,1,1,1,1
SJCJVHZF,1,1,1,1
HCORLPVY,1,1,1,1
TCABNTKP,1,1,1,1
BZRKLJZJ,1,1,1,1
SZBXMKLM,1,1,1,1
ZBUYERNQ,1,1,1,1
DHGWGYDN,1,1,1,1
JZKVXGHZ,1,1,1,1
FUEDSUBN,1,1,1,1
FHWJLFSH,1,1,1,1
EWVXAVJL,1,1,1,1
GEWMOZSA,1,1,1,1
DENVGAFW,1,1,1,1
GRPJTKEF,1,1,1,1
XYYOZLEV,1,1,1,1
NXRLJPMX,1,1,1,1
VWFLJJSP,1,1,1,1
XUOTMSUX,1,1,1,1
KFPWFDLP,1,1,1,1
EDNDYDKP,1,1,1,1
MWYUIBFS,1,1,1,1
TDJFFMXJ,1,1,1,1
PWPNJHAP,1,1,1,1
CPHUZIHR,1,1,1,1
ISCVJWUH,1,1,1,1
QWGNIYGB,1,1,1,1
IOOGHZVV,1,1,1,1
WRSNOKXS,1,1,1,1
AAPIFLLP,1,1,1,1
DFWCRIEF,1,1,1,1
RFWCAKHB,1,1,1,1
SLJWIEQU,1,1,1,1
XMVISEXJ,1,1,1,1
MVQRUYRF,1,1,1,1
FWPVLVRH,1,1,1,1
LAGWZTOP,1,1,1,1
ETJKKAJS,1,1,1,1
RAFZCFXN,1,1,1,1
VFRCSGDC,1,1,1,1
DMVUJZUX,1,1,1,1
GABYJYDA,1,1,1,1
XRVCAHXR,1,1,1,1
PBUMJREV,1,1,1,1
NMCBFOQY,1,1,1,1
VWQCSJHL,1,1,1,1
JUAGYKKV,1,1,1,1
PDEYETOH,1,1,1,1
TZPGZYPT,1,1,1,1
XCGLJUAR,1,1,1,1
WJBUGEET,1,1,1,1
VZOFFEJK,1,1,1,1
YTHQKNYV,1,1,1,1
LZNFTUMF,1,1,1,1
IAYBNCUI,1,1,1,1
GLPSVCUO,1,1,1,1
MIYTTPPG,1,1,1,1
OYFYNDDE,1,1,1,1
IZLXWAIK,1,1,1,1
UFEXFJCK,1,1,1,1
WTHJXUSH,1,1,1,1
PMQZNPRM,1,1,1,1
SAQIPBRR,1,1,1,1
LOKTOUPT,1,1,1,1
EIUWZNKJ,1,1,1,1
PNCKVISL,1,1,1,1
JYUNRNBQ,1,1,1,1
ULOGBBEJ,1,1,1,1
VTLURNWU,1,1,1,1
XIGGTUZW,1,1,1,1
YHXDRATP,1,1,1,1
PWOLNBEZ,1,1,1,1
BQDRYBHL,1,1,1,1
GWZUBCNB,1,1,1,1
FSPZCAEP,1,1,1,1
UJGBEVFT,1,1,1,1
VSAQVPOY,1,1,1,1
GDDAHPVA,1,1,1,1
YFCZWQNP,1,1,1,1
CZOLAENV,1,1,1,1
VRYIOEKX,1,1,1,1
NDLBGLKS,1,1,1,1
FWRYQOJW,1,1,1,1
QEJOXKDD,1,1,1,1
NTSHBXWP,1,1,1,1
OXYVARPM,1,1,1,1
PXHOMORD,1,1,1,1
WQRTPLIE,1,1,1,1
AEWKFODO,1,1,1,1
VFUOPOHP,1,1,1,1
BFRSMVVN,1,1,1,1
FGSVGGSC,1,1,1,1
KGJKYARS,1,1,1,1
HMYJUGXC,1,1,1,1
BFLYARJE,1,1,1,1
CCZZNCGN,1,1,1,1
VPDGTPJL,1,1,1,1
WCHWKJRX,1,1,1,1
HPWNTOPT,1,1,1,1
YSUOASIZ,1,1,1,1
QYYKAZAU,1,1,1,1
KEAJTWWK,1,1,1,1
THXTGGBE,1,1,1,1
KJCAHARS,1,1,1,1
LHCLUUFM,1,1,1,1
QTAJVMPY,1,1,1,1
OIVFUGNL,1,1,1,1
VAWNQEJJ,1,1,1,1
JULVBKWZ,1,1,1,1
UEONHUOW,1,1,1,1
GRCOQRJB,1,1,1,1
KDBAIRZA,1,1,1,1
FRQVDJEI,1,1,1,1
NLLHVZKR,1,1,1,1
CJPDCHET,1,1,1,1
JARNCWMM,1,1,1,1
THDFFGMP,1,1,1,1
VVOYIXRY,1,1,1,1
BQKAMLAT,1,1,1,1
MUZAJCRX,1,1,1,1
PINLNXYN,1,1,1,1
EZWFGSOT,1,1,1,1
QISHEWUQ,1,1,1,1
GWFHXEUE,1,1,1,1
CMUZPZVC,1,1,1,1
GKKIBSNZ,1,1,1,1
YRJXTDEA,1,1,1,1
AAQABGIC,1,1,1,1
NINCNQUR,1,1,1,1
HGJEAWPC,1,1,1,1
BOGFMMSF,1,1,1,1
NQSLLDRX,1,1,1,1
GMJKXLPF,1,1,1,1
XNTVCWHZ,1,1,1,1
FDNCXGOV,1,1,1,1
RFQXAFAG,1,1,1,1
GIOVGLEH,1,1,1,1
NLALVWLC,1,1,1,1
LIAUUDAD,1,1,1,1
SMHCBREW,1,1,1,1
WWTRSXNE,1,1,1,1
PZRBVSZG,1,1,1,1
KRBGFRUF,1,1,1,1
UZWGKOYX,1,1,1,1
ZQYPMRVK,1,1,1,1
YDPJKIEE,1,1,1,1
BCPFOLYB,1,1,1,1
PSWYYFND,1,1,1,1
GCDIBKCF,1,1,1,1
KRHPIPBQ,1,1,1,1
MEPTWSLQ,1,1,1,1
WXVCPJKC,1,1,1,1
XPTKXBRL,1,1,1,1
QWIDRTKW,1,1,1,1
DEQTSZOB,1,1,1,1
FUWSCVQO,1,1,1,1
XIQGCDGI,1,1,1,1
GUPFEZBI,1,1,1,1
TAMKAYUK,1,1,1,1
BXYBLNPY,1,1,1,1
HROCDCKN,1,1,1,1
HLIVXBBV,1,1,1,1
OEMNXWEB,1,1,1,1
JAHJJLHR,1,1,1,1
AZEKDNDV,1,1,1,1
JYMCAEQU,1,1,1,1
FJSNMMYP,1,1,1,1
OIWZTNYT,1,1,1,1
KRCMOTSE,1,1,1,1
ZNKNXAQA,1,1,1,1
JGFPIDGJ,1,1,1,1
OSSBUZWT,1,1,1,1
TLBBQYOP,1,1,1,1
GRTHUHLR,1,1,1,1
QJWJZNFO,1,1,1,1
NFYUIMUO,1,1,1,1
LESNTAXC,1,1,1,1
FXALDEYD,1,1,1,1
EWKQQIRE,1,1,1,1
LLEGWNJE,1,1,1,1
EIJHGXKH,1,1,1,1
QHGAUFOY,1,1,1,1
XFPLIGNQ,1,1,1,1
PVZCNKYB,1,1,1,1
ORCKDIPN,1,1,1,1
VWKFNFKT,1,1,1,1
VVUJZNCY,1,1,1,1
XMYKLGTP,1,1,1,1
JGQPPGDY,1,1,1,1
UTIUJCHS,1,1,1,1
SEVDFMHY,1,1,1,1
TFLMQXIF,1,1,1,1
SZYFPELC,1,1,1,1
BKCBQNUF,1,1,1,1
RKPLFAWA,1,1,1,1
DRTAJNJH,1,1,1,1
RJZHIXAC,1,1,1,1
VZVIJCUG,1,1,1,1
ISCGDZDJ,1,1,1,1
UFBINFHR,1,1,1,1
XPGSARRO,1,1,1,1
TKLIQQVU,1,1,1,1
KPFIOSOC,1,1,1,1
FDGEJNZM,1,1,1,1
JQXFAIBV,1,1,1,1
VDDYWBWJ,1,1,1,1
RGHFALTY,1,1,1,1
VPYWKGPR,1,1,1,1
MGUIQHPM,1,1,1,1
ILPUNJEC,1,1,1,1
AVURVDVZ,1,1,1,1
NIVCPMJE,1,1,1,1
BGUFRHCP,1,1,1,1
WMAPMSEN,1,1,1,1
FNDLBPLV,1,1,1,1
ZZDRNWMK,1,1,1,1
HJZVRHTQ,1,1,1,1
IXVWBFQX,1,1,1,1
OCYFFIQU,1,1,1,1
TDXJRKEL,1,1,1,1
XWHXBNCL,1,1,1,1
ADMRIPIP,1,1,1,1
JHGNSXAD,1,1,1,1
RYWIHAHP,1,1,1,1
FEGLEJYT,1,1,1,1
LEHJPPJL,1,1,1,1
JFPJSVMD,1,1,1,1
OSJAZGCX,1,1,1,1
XEZNDBZW,1,1,1,1
UIBJZZKW,1,1,1,1
QMNJOIBP,1,1,1,1
FMWMBHBN,1,1,1,1
OTSGLBPT,1,1,1,1
OHLQQIUP,1,1,1,1
IYYIWMVV,1,1,1,1
OZJZXYOG,1,1,1,1
BDPQTNAZ,1,1,1,1
YKUHLZOH,1,1,1,1
VOIPHGVA,1,1,1,1
MGJJTXIV,1,1,1,1
NSOPRMPI,1,1,1,1
BQRUUDVM,1,1,1,1
GBQJJRKH,1,1,1,1
DITUPAWR,1,1,1,1
NQEWRTED,1,1,1,1
ATREPJIR,1,1,1,1
OEYCKICU,1,1,1,1
MOAZKOGO,1,1,1,1
BIDGSRKK,1,1,1,1
YGVFEAWD,1,1,1,1
CWVHLJYR,1,1,1,1
ETCCRLOJ,1,1,1,1
VWTNKIMA,1,1,1,1
ZMELLXDU,1,1,1,1
JXWAVDSQ,1,1,1,1
LVZMGUSS,1,1,1,1
GBXMSUGU,1,1,1,1
HEMKSDLI,1,1,1,1
PUOALTMB,1,1,1,1
EDPQBSTW,1,1,1,1
JAHOLCAU,1,1,1,1
GIOSHVBJ,1,1,1,1
KEKLQCZC,1,1,1,1
HZLOUSLJ,1,1,1,1
EVQTPCVZ,1,1,1,1
EMLSWWXL,1,1,1,1
GHQHPXYG,1,1,1,1
IPWSZDIA,1,1,1,1
ACRTNIUX,1,1,1,1
UJLAFRCH,1,1,1,1
KDJFVZLM,1,1,1,1
VODVUSML,1,1,1,1
TEYDEDSE,1,1,1,1
QRESFREN,1,1,1,1
QWRAQHQG,1,1,1,1
WMTDUTGT,1,1,1,1
XZMIESDJ,1,1,1,1
UZANDYDE,1,1,1,1
BMVKNCTV,1,1,1,1
VOBRWVGX,1,1,1,1
GJYUYXFQ,1,1,1,1
IBKYIIFS,1,1,1,1
XDSUUICO,1,1,1,1
ZXQBKCMC,1,1,1,1
RLGMWFDO,1,1,1,1
IBHUFDUR,1,1,1,1
RYQUUCUC,1,1,1,1
WHHIJYVA,1,1,1,1
DNGAYLKL,1,1,1,1
MABGJDIF,1,1,1,1
WNRERHHE,1,1,1,1
FVSBCGTH,1,1,1,1
CUVHWXQO,1,1,1,1
OEZUVHWL,1,1,1,1
HNPDSQIV,1,1,1,1
WPDCEVUS,1,1,1,1
IBDSNTAX,1,1,1,1
HJOOCRHD,1,1,1,1
PPTISCQF,1,1,1,1
EQEGUIGS,1,1,1,1
NVIYTJDB,1,1,1,1
GBSOWPBB,1,1,1,1
TFHWRDNM,1,1,1,1
NVSPAIBU,1,1,1,1
XZRJOXDA,1,1,1,1
IAPAGDDR,1,1,1,1
GHHQPRSO,1,1,1,1
XFUCYMLS,1,1,1,1
ACZPEWCZ,1,1,1,1
RNKYKGCL,1,1,1,1
CHEQDNIC,1,1,1,1
CEIJWOLH,1,1,1,1
CWRABNYX,1,1,1,1
QPWWWDMR,1,1,1,1
MUQOODTJ,1,1,1,1
IQBGXNHG,1,1,1,1
VZQJROBJ,1,1,1,1
YLKMPSZK,1,1,1,1
UHXLCZQI,1,1,1,1
FAYZXTPU,1,1,1,1
TXEDTGYB,1,1,1,1
HLPWVPFS,1,1,1,1
DGJSQAJL,1,1,1,1
KKTZRTHL,1,1,1,1
GSCLQRZD,1,1,1,1
MQCCKAKH,1,1,1,1
GODIWICZ,1,1,1,1
JLEQYATM,1,1,1,1
BWADOBYO,1,1,1,1
EAIDSKSE,1,1,1,1
XAJILIAJ,1,1,1,1
ZOBSZJMM,1,1,1,1
PCFWSRJP,1,1,1,1
QOFERAHP,1,1,1,1
PEOPKLNG,1,1,1,1
BRPQKEFL,1,1,1,1
KRDEPDJA,1,1,1,1
IDTAATJP,1,1,1,1
IXZHVCDX,1,1,1,1
JRYOFURX,1,1,1,1
IUGDTJOM,1,1,1,1
NSIAIKFV,1,1,1,1
ZVCBKBSR,1,1,1,1
IIUNDGXS,1,1,1,1
CQTMKWOR,1,1,1,1
QVRUBINH,1,1,1,1
TJZBEESI,1,1,1,1
VWGVKROQ,1,1,1,1
YCMDKAHG,1,1,1,1
CSEQDSXH,1,1,1,1
AMJUNWIP,1,1,1,1
AQUYFNVV,1,1,1,1
EFEXDEYX,1,1,1,1
WAQBDGRM,1,1,1,1
OSTPSXQX,1,1,1,1
KZVMDBPJ,1,1,1,1
UTYQNQFQ,1,1,1,1
DBBNRXRN,1,1,1,1
IHLTZNQR,1,1,1,1
TZGMVULC,1,1,1,1
IYYABMCO,1,1,1,1
VZPKNLBA,1,1,1,1
BWOYSXOS,1,1,1,1
DHSMFAMG,1,1,1,1
EDMHIFGJ,1,1,1,1
HJUBBGTO,1,1,1,1
WQBWVYRV,1,1,1,1
QJHXHNUC,1,1,1,1
HPNUAUUU,1,1,1,1
YBBXNPBH,1,1,1,1
BPRUAZXE,1,1,1,1
GVNJMNVC,1,1,1,1
GIEXVIDM,1,1,1,1
UZWVPGTH,1,1,1,1
ZBZOIOYM,1,1,1,1
OWPFPUEP,1,1,1,1
BJOVYARC,1,1,1,1
BHJSHJHQ,1,1,1,1
FNGTJYNJ,1,1,1,1
ELBXGFRP,1,1,1,1
SBIWYREZ,1,1,1,1
LDWVAAEP,1,1,1,1
SOCBRVCQ,1,1,1,1
ZRKREYNK,1,1,1,1
IBIVQROB,1,1,1,1
HFWWEBRU,1,1,1,1
VBXFHPYF,1,1,1,1
FNAYFDKB,1,1,1,1
OJYMLMDR,1,1,1,1
LABIUBYJ,1,1,1,1
NMPYRVJS,1,1,1,1
VISOJNAP,1,1,1,1
FWTRHIED,1,1,1,1
JOVGZCWI,1,1,1,1
ABDLUKAD,1,1,1,1
XZAAXLIF,1,1,1,1
VQMXWBWY,1,1,1,1
LBHDZLVZ,1,1,1,1
RMOOEFUM,1,1,1,1
TJEDGKRM,1,1,1,1
NUKVCNON,1,1,1,1
SIVAEAVI,1,1,1,1
OVPLZGGX,1,1,1,1
FAERBLRE,1,1,1,1
UTPQVHPZ,1,1,1,1
RTBCIDHY,1,1,1,1
RYBCXREP,1,1,1,1
VZOSWBFT,1,1,1,1
QAESNFJX,1,1,1,1
PFAUOFWZ,1,1,1,1
XKRPZXSH,1,1,1,1
UAZXKRSQ,1,1,1,1
UYBBHRRB,1,1,1,1
PLNCNMIR,1,1,1,1
MRUQUKVF,1,1,1,1
FVAUSCRS,1,1,1,1
LBZBJUDC,1,1,1,1
DKRVECNQ,1,1,1,1
VRTDOXPV,1,1,1,1
KYTWRFWX,1,1,1,1
MCXHNMQF,1,1,1,1
TQRHWNYF,1,1,1,1
VMEAKLYJ,1,1,1,1
AEQHKJTG,1,1,1,1
FUZFRIOM,1,1,1,1
EZLHHZCC,1,1,1,1
NOFLWXRW,1,1,1,1
OKXRMNMD,1,1,1,1
XCOMMEOI,1,1,1,1
FZJOIGMO,1,1,1,1
ASVRUBQI,1,1,1,1
OJXIDUAD,1,1,1,1
ZCKGTNAW,1,1,1,1
ZGRAUAEX,1,1,1,1
JAJONPTM,1,1,1,1
ZAPNSRHS,1,1,1,1
MVSGFXIH,1,1,1,1
RWICCLPC,1,1,1,1
JLXYNFDB,1,1,1,1
JEXIQXRR,1,1,1,1
PZDCYEAS,1,1,1,1
IDIWTQAU,1,1,1,1
GMPEIFLS,1,1,1,1
CWWUPGKU,1,1,1,1
BRWAMQPG,1,1,1,1
BSCGPGFY,1,1,1,1
UPZBLHGD,1,1,1,1
PMUWVJQG,1,1,1,1
DLEWJGEA,1,1,1,1
LDEEHGPN,1,1,1,1
QBGDKZFR,1,1,1,1
RTDSDOEY,1,1,1,1
PRZHGOOK,1,1,1,1
KNKIBCPA,1,1,1,1
JBQGDGVU,1,1,1,1
NACECYVV,1,1,1,1
CTDAVXOW,1,1,1,1
YITCUSVF,1,1,1,1
UPKBFOVN,1,1,1,1
DYSHQZDD,1,1,1,1
DSHQQXPO,1,1,1,1
GDHUEZCN,1,1,1,1
XMZXRSRI,1,1,1,1
ERQDOLTZ,1,1,1,1
IBSQERRU,1,1,1,1
NWMWWWOQ,1,1,1,1
TUBCONBS,1,1,1,1
NCCLUSUO,1,1,1,1
RNKVJKHQ,1,1,1,1
YSIOCBFT,1,1,1,1
ZOCNSLUK,1,1,1,1
QTQJVTVG,1,1,1,1
ISMADUWX,1,1,1,1
DENGDCBZ,1,1,1,1
ALBDTYNC,1,1,1,1
ECDKFXBA,1,1,1,1
NIPBVGWF,1,1,1,1
KKHOZMYC,1,1,1,1
JXTZVMSY,1,1,1,1
DETBADQU,1,1,1,1
YIPQMMHX,1,1,1,1
GDWYMMYN,1,1,1,1
GPBHZLZX,1,1,1,1
RMENRTTP,1,1,1,1
LLYLRJOC,1,1,1,1
TCBUBKWQ,1,1,1,1
MGZIGDLA,1,1,1,1
NNKIUZNF,1,1,1,1
TFLMJQWM,1,1,1,1
GSEZKNJP,1,1,1,1
SRWSDKYV,1,1,1,1
BJRWSCOX,1,1,1,1
UINAQOJQ,1,1,1,1
EYFMUKKC,1,1,1,1
LTNPWKIF,1,1,1,1
IQHQQXBO,1,1,1,1
NMBMWWBL,1,1,1,1
VVYWWKNO,1,1,1,1
OPSZWMLZ,1,1,1,1
PLLFACHM,1,1,1,1
PVHJUSVA,1,1,1,1
ANDOKYIN,1,1,1,1
VRBWBXPY,1,1,1,1
CHOYNSQA,1,1,1,1
JWTFTRFZ,1,1,1,1
XSGZPLPK,1,1,1,1
UMSGGQMN,1,1,1,1
IKYJGNWJ,1,1,1,1
LJALYZHF,1,1,1,1
QALWRHVW,1,1,1,1
IQWEUXVS,1,1,1,1
MXZUIZUY,1,1,1,1
AAOFRAXI,1,1,1,1
PVQNHULH,1,1,1,1
WDRFZUOD,1,1,1,1
XNPAGMNV,1,1,1,1
GMEUCMVB,1,1,1,1
ROZPRTZT,1,1,1,1
EHZAOIZH,1,1,1,1
KDRGIAZI,1,1,1,1
EVBFUVXK,1,1,1,1
JXTMYNQB,1,1,1,1
MQGXWJKX,1,1,1,1
IGFSYUPX,1,1,1,1
YVEZEBFQ,1,1,1,1
YZUHNWFP,1,1,1,1
EDJHSWOY,1,1,1,1
ZBXLXFAQ,1,1,1,1
SOIRDKEI,1,1,1,1
WMGSLXEE,1,1,1,1
QUFUBASY,1,1,1,1
STMZNWTL,1,1,1,1
IQAQJWHD,1,1,1,1
RWYACKAV,1,1,1,1
KRFJAPDF,1,1,1,1
RWWEQDPF,1,1,1,1
QZKUCDKP,1,1,1,1
IYFWIZXY,1,1,1,1
KXUEFOSK,1,1,1,1
EYLEHDWL,1,1,1,1
TAAIJHCH,1,1,1,1
KIIPUBOY,1,1,1,1
CKZXABOP,1,1,1,1
QAVRDAJV,1,1,1,1
QGPDCFGW,1,1,1,1
TXBLTYIP,1,1,1,1
EGGJDUYO,1,1,1,1
QTZUHEKG,1,1,1,1
IYCNUNRO,1,1,1,1
QSQMKWHV,1,1,1,1
JHHSJSWC,1,1,1,1
OXTHYFNU,1,1,1,1
ISXOFDRZ,1,1,1,1
VAPASPCX,1,1,1,1
FZTJJUNE,1,1,1,1
STNCHTUC,1,1,1,1
JLWDTJJZ,1,1,1,1
IPJCOITY,1,1,1,1
NJCHHLIS,1,1,1,1
LEQDIYOE,1,1,1,1
FFPUAAPX,1,1,1,1
RIFZBFRT,1,1,1,1
CUKMVTEM,1,1,1,1
FGGRMADX,1,1,1,1
KEGCLMUY,1,1,1,1
WSTGHCRS,1,1,1,1
ZQFDMWTV,1,1,1,1
HRWOFOIO,1,1,1,1
GCMGMMIV,1,1,1,1
ECECYQKE,1,1,1,1
ABOEKFSC,1,1,1,1
KQQXVGSD,1,1,1,1
FNELQXCV,1,1,1,1
IHFVFZOG,1,1,1,1
FXCDJQDV,1,1,1,1
MLLFAEXX,1,1,1,1
OWUQILXP,1,1,1,1
EAOSGSDV,1,1,1,1
LJJYVHUQ,1,1,1,1
QPRXSSNJ,1,1,1,1
QWGJAQEF,1,1,1,1
RWEVWXHE,1,1,1,1
VYKBHYSD,1,1,1,1
EHYBPHJB,1,1,1,1
XDUZYGTE,1,1,1,1
MAQNJCBI,1,1,1,1
XHVJUNAV,1,1,1,1
ZENJPOXB,1,1,1,1
ATSPNTDF,1,1,1,1
DZSLQCOD,1,1,1,1
MLGQRTQB,1,1,1,1
KNZNRNVW,1,1,1,1
GSPNPIVX,1,1,1,1
KHMJVHCJ,1,1,1,1
REYPIBJI,1,1,1,1
DSBDURTX,1,1,1,1
HGTQZSLQ,1,1,1,1
MKBHKCZX,1,1,1,1
JOUBHEEI,1,1,1,1
RBQBYXEW,1,1,1,1
ZXJKMNUH,1,1,1,1
RQMMXCJU,1,1,1,1
IACMGIJL,1,1,1,1
HATVUCXV,1,1,1,1
WGJBRIOS,1,1,1,1
YXAPGLLU,1,1,1,1
OSBITZTO,1,1,1,1
QHNUDIHF,1,1,1,1
VQRVGGRO,1,1,1,1
QLNTFJPX,1,1,1,1
AFMPEBNU,1,1,1,1
EAZWXMSQ,1,1,1,1
LWCFZNGQ,1,1,1,1
LPFBITXJ,1,1,1,1
UYIFMOID,1,1,1,1
RWXHTNTZ,1,1,1,1
XVHVHOKM,1,1,1,1
XHQSHNLX,1,1,1,1
XVPXHUDP,1,1,1,1
FVTIJVDC,1,1,1,1
KNDNNTYK,1,1,1,1
DGZSCMKB,1,1,1,1
FOXWQECP,1,1,1,1
CZQUZKLW,1,1,1,1
IBZTGXIE,1,1,1,1
HHGOHGJZ,1,1,1,1
FLQLTEBS,1,1,1,1
REINGSWT,1,1,1,1
QOAHBRAY,1,1,1,1
EDICQJYQ,1,1,1,1
WZCDGMWI,1,1,1,1
KKGIOCYR,1,1,1,1
EVSASZUC,1,1,1,1
HCEGEFPF,1,1,1,1
WPKIEMFR,1,1,1,1
PMXPBZHC,1,1,1,1
TPEDKWVR,1,1,1,1
SOUESPUT,1,1,1,1
KIZIYMSB,1,1,1,1
HYMTHHIV,1,1,1,1
MRQVGBLW,1,1,1,1
JRBEGQBL,1,1,1,1
QMPLJDMU,1,1,1,1
DUKHLCIJ,1,1,1,1
HQVTITIL,1,1,1,1
EGTUKIXI,1,1,1,1
QEXDAXEC,1,1,1,1
DFMFYBBI,1,1,1,1
WVWJBZDC,1,1,1,1
ILOAMQJU,1,1,1,1
RWIVDZXD,1,1,1,1
BAHHUWTP,1,1,1,1
IBZNVQQU,1,1,1,1
QIQADXHU,1,1,1,1
EKFLSGJI,1,1,1,1
UEGMJHRV,1,1,1,1
GAJLMDMQ,1,1,1,1
MJIIXFTA,1,1,1,1
FOTKDBPW,1,1,1,1
NSQECZYQ,1,1,1,1
FEQIOUEQ,1,1,1,1
ZLEJBFMT,1,1,1,1
GHQJXQJR,1,1,1,1
LGZFIXXE,1,1,1,1
HKBKEGFO,1,1,1,1
MVFDCDLP,1,1,1,1
FPKVMRLR,1,1,1,1
XXWVOSKE,1,1,1,1
FABAJLWU,1,1,1,1
ZKINDOKA,1,1,1,1
HQYISWWC,1,1,1,1
PSKHHWTE,1,1,1,1
GALVEFDD,1,1,1,1
OPKTVXCQ,1,1,1,1
VCXNUFGK,1,1,1,1
UFQDHHZW,1,1,1,1
KSBVCETZ,1,1,1,1
JRJGAACF,1,1,1,1
KVJRMKWG,1,1,1,1
AELIHMRG,1,1,1,1
TFOXFDIS,1,1,1,1
PIFFBNSO,1,1,1,1
BORSMBYD,1,1,1,1
XFEYBBYY,1,1,1,1
MFUIOEGD,1,1,1,1
AZEOCECN,1,1,1,1
XILJJGWP,1,1,1,1
ATAYJWAL,1,1,1,1
PTOPABZM,1,1,1,1
MEUGEKQQ,1,1,1,1
SEUNXMVT,1,1,1,1
YTTVYPWL,1,1,1,1
LEMALUTQ,1,1,1,1
JWDPWZRY,1,1,1,1
LIYBXCWM,1,1,1,1
UTCCWFGU,1,1,1,1
YGLZYDPO,1,1,1,1
QMIFSVKE,1,1,1,1
UIAVYPVW,1,1,1,1
NHBXMCMO,1,1,1,1
ARPUWNXL,1,1,1,1
YETPXZUQ,1,1,1,1
LOABMYTS,1,1,1,1
WGGZAWQS,1,1,1,1
RANCVHJL,1,1,1,1
OOTNCKMT,1,1,1,1
ISHXYCHV,1,1,1,1
QVZHREOM,1,1,1,1
AIRPBHGI,1,1,1,1
NJUABSTR,1,1,1,1
RERTYDMG,1,1,1,1
JBFKRWUN,1,1,1,1
KMWGFOFM,1,1,1,1
EJRVJRBZ,1,1,1,1
MRMQSFSE,1,1,1,1
DVGHBVNL,1,1,1,1
OZIDROUV,1,1,1,1
XMREUQHG,1,1,1,1
RTGRRLCS,1,1,1,1
IRYYWXCD,1,1,1,1
VOLYVJAC,1,1,1,1
NNCECTXP,1,1,1,1
HUXWAECN,1,1,1,1
LINUJOFD,1,1,1,1
RRXEUMDG,1,1,1,1
EOITXZPG,1,1,1,1
GVPXZSLQ,1,1,1,1
AKXNEGHM,1,1,1,1
QRCWTDJB,1,1,1,1
LFBTZDGA,1,1,1,1
QINHJQOW,1,1,1,1
ELPJNBIW,1,1,1,1
UQQBBLOU,1,1,1,1
WHYLKSFJ,1,1,1,1
BFTCYCMX,1,1,1,1
BSIJETSX,1,1,1,1
CGEKQLJH,1,1,1,1
MVNXQYNI,1,1,1,1
QLSLBMKK,1,1,1,1
PUIWILSE,1,1,1,1
BTEZISNL,1,1,1,1
XRXOIGLX,1,1,1,1
YMJFUJQM,1,1,1,1
WSTPYEEG,1,1,1,1
KGDGMHNL,1,1,1,1
MCBFBBZG,1,1,1,1
WTKCIGRO,1,1,1,1
EHZCNDEL,1,1,1,1
JJEJNVKF,1,1,1,1
LSFXJXIB,1,1,1,1
IBZBYOID,1,1,1,1
JUQPTILG,1,1,1,1
