id,position,rank,base,acclimatization,duty_time,rest_time,tacc_week,tacc_month,tacc_year,cpm_deadhead,cpm_reserve,specs
AEWKFODO,NCE,ST,MLH,NCE,0,1200,0,0,0,24,44,AirbusSmall
VFUOPOHP,NTE,CP,AJA,NTE,0,1200,0,0,0,24,46,ERJ
BFRSMVVN,NTE,FO,AJA,NTE,0,1200,0,0,0,28,44,ERJ
FGSVGGSC,NTE,CSD,AJA,NTE,0,1200,0,0,0,21,56,ERJ
KGJKYARS,NTE,ST,AJA,NTE,0,1200,0,0,0,20,58,ERJ
HMYJUGXC,NTE,ST,AJA,NTE,0,1200,0,0,0,26,48,ERJ
BFLYARJE,BCN,CP,CDG,BCN,0,1200,0,0,0,21,54,AirbusSmall
CCZZNCGN,BCN,FO,CDG,BCN,0,1200,0,0,0,21,49,AirbusSmall
VPDGTPJL,BCN,CSD,CDG,BCN,0,1200,0,0,0,21,42,AirbusSmall
WCHWKJRX,BCN,CSD,CDG,BCN,0,1200,0,0,0,29,50,AirbusSmall
HPWNTOPT,BCN,ST,CDG,BCN,0,1200,0,0,0,20,50,AirbusSmall
YSUOASIZ,BCN,ST,CDG,BCN,0,1200,0,0,0,23,43,AirbusSmall
QYYKAZAU,BCN,ST,CDG,BCN,0,1200,0,0,0,28,47,AirbusSmall
KEAJTWWK,BCN,ST,CDG,BCN,0,1200,0,0,0,22,51,AirbusSmall
THXTGGBE,BCN,ST,CDG,BCN,0,1200,0,0,0,23,46,AirbusSmall
KJCAHARS,BCN,ST,CDG,BCN,0,1200,0,0,0,21,44,AirbusSmall
LHCLUUFM,CFE,CP,NTE,CFE,0,1200,0,0,0,20,45,BAE
QTAJVMPY,CFE,FO,NTE,CFE,0,1200,0,0,0,24,59,BAE
OIVFUGNL,CFE,CS,NTE,CFE,0,1200,0,0,0,25,59,BAE
VAWNQEJJ,CFE,ST,NTE,CFE,0,1200,0,0,0,26,58,BAE
JULVBKWZ,CFE,ST,NTE,CFE,0,1200,0,0,0,24,49,BAE
UEONHUOW,CFE,ST,NTE,CFE,0,1200,0,0,0,29,46,BAE
GRCOQRJB,TLS,CP,CDG,TLS,0,1200,0,0,0,27,48,AirbusSmall
KDBAIRZA,TLS,FO,CDG,TLS,0,1200,0,0,0,25,50,AirbusSmall
FRQVDJEI,TLS,CSD,CDG,TLS,0,1200,0,0,0,23,56,AirbusSmall
NLLHVZKR,TLS,CSD,CDG,TLS,0,1200,0,0,0,26,42,AirbusSmall
CJPDCHET,TLS,ST,CDG,TLS,0,1200,0,0,0,24,55,AirbusSmall
JARNCWMM,TLS,ST,CDG,TLS,0,1200,0,0,0,27,49,AirbusSmall
THDFFGMP,TLS,ST,CDG,TLS,0,1200,0,0,0,26,40,AirbusSmall
VVOYIXRY,TLS,ST,CDG,TLS,0,1200,0,0,0,21,53,AirbusSmall
BQKAMLAT,TLS,ST,CDG,TLS,0,1200,0,0,0,26,58,AirbusSmall
MUZAJCRX,TLS,ST,CDG,TLS,0,1200,0,0,0,22,46,AirbusSmall
PINLNXYN,MLH,CP,CDG,MLH,0,1200,0,0,0,23,57,AirbusSmall
EZWFGSOT,MLH,FO,CDG,MLH,0,1200,0,0,0,26,53,AirbusSmall
QISHEWUQ,MLH,CSD,CDG,MLH,0,1200,0,0,0,20,48,AirbusSmall
GWFHXEUE,MLH,CSD,CDG,MLH,0,1200,0,0,0,28,42,AirbusSmall
CMUZPZVC,MLH,ST,CDG,MLH,0,1200,0,0,0,23,57,AirbusSmall
GKKIBSNZ,MLH,ST,CDG,MLH,0,1200,0,0,0,26,59,AirbusSmall
YRJXTDEA,MLH,ST,CDG,MLH,0,1200,0,0,0,20,59,AirbusSmall
AAQABGIC,MLH,ST,CDG,MLH,0,1200,0,0,0,28,46,AirbusSmall
NINCNQUR,MLH,ST,CDG,MLH,0,1200,0,0,0,28,49,AirbusSmall
HGJEAWPC,MLH,ST,CDG,MLH,0,1200,0,0,0,23,46,AirbusSmall
BOGFMMSF,BEY,CP,CMN,BEY,0,1200,0,0,0,20,43,AirbusBig
NQSLLDRX,BEY,FO,CMN,BEY,0,1200,0,0,0,21,58,AirbusBig
GMJKXLPF,BEY,CS,CMN,BEY,0,1200,0,0,0,22,51,AirbusBig
XNTVCWHZ,BEY,CS,CMN,BEY,0,1200,0,0,0,21,44,AirbusBig
FDNCXGOV,BEY,ST,CMN,BEY,0,1200,0,0,0,21,42,AirbusBig
RFQXAFAG,BEY,ST,CMN,BEY,0,1200,0,0,0,21,54,AirbusBig
GIOVGLEH,BEY,ST,CMN,BEY,0,1200,0,0,0,29,53,AirbusBig
NLALVWLC,BEY,ST,CMN,BEY,0,1200,0,0,0,21,47,AirbusBig
LIAUUDAD,MLH,CP,PUF,MLH,0,1200,0,0,0,28,51,ERJ
SMHCBREW,MLH,FO,PUF,MLH,0,1200,0,0,0,27,59,ERJ
WWTRSXNE,MLH,CSD,PUF,MLH,0,1200,0,0,0,27,52,ERJ
PZRBVSZG,MLH,ST,PUF,MLH,0,1200,0,0,0,27,44,ERJ
KRBGFRUF,MLH,ST,PUF,MLH,0,1200,0,0,0,20,49,ERJ
UZWGKOYX,ORY,CP,ORY,ORY,0,1200,0,0,0,22,49,AirbusSmall
ZQYPMRVK,ORY,FO,ORY,ORY,0,1200,0,0,0,26,56,AirbusSmall
YDPJKIEE,ORY,CSD,ORY,ORY,0,1200,0,0,0,23,49,AirbusSmall
BCPFOLYB,ORY,CSD,ORY,ORY,0,1200,0,0,0,29,40,AirbusSmall
PSWYYFND,ORY,ST,ORY,ORY,0,1200,0,0,0,21,49,AirbusSmall
GCDIBKCF,ORY,ST,ORY,ORY,0,1200,0,0,0,20,46,AirbusSmall
KRHPIPBQ,ORY,ST,ORY,ORY,0,1200,0,0,0,20,50,AirbusSmall
MEPTWSLQ,ORY,ST,ORY,ORY,0,1200,0,0,0,26,48,AirbusSmall
WXVCPJKC,ORY,ST,ORY,ORY,0,1200,0,0,0,28,48,AirbusSmall
XPTKXBRL,ORY,ST,ORY,ORY,0,1200,0,0,0,23,41,AirbusSmall
QWIDRTKW,ORY,CP,ORY,ORY,0,1200,0,0,0,20,40,AirbusSmall
DEQTSZOB,ORY,FO,ORY,ORY,0,1200,0,0,0,26,53,AirbusSmall
FUWSCVQO,ORY,CSD,ORY,ORY,0,1200,0,0,0,24,41,AirbusSmall
XIQGCDGI,ORY,CSD,ORY,ORY,0,1200,0,0,0,26,48,AirbusSmall
GUPFEZBI,ORY,ST,ORY,ORY,0,1200,0,0,0,22,56,AirbusSmall
TAMKAYUK,ORY,ST,ORY,ORY,0,1200,0,0,0,29,50,AirbusSmall
BXYBLNPY,ORY,ST,ORY,ORY,0,1200,0,0,0,24,54,AirbusSmall
HROCDCKN,ORY,ST,ORY,ORY,0,1200,0,0,0,29,47,AirbusSmall
HLIVXBBV,ORY,ST,ORY,ORY,0,1200,0,0,0,29,50,AirbusSmall
OEMNXWEB,ORY,ST,ORY,ORY,0,1200,0,0,0,21,53,AirbusSmall
JAHJJLHR,ORY,CP,ORY,ORY,0,1200,0,0,0,27,51,AirbusSmall
AZEKDNDV,ORY,FO,ORY,ORY,0,1200,0,0,0,24,42,AirbusSmall
JYMCAEQU,ORY,CSD,ORY,ORY,0,1200,0,0,0,24,46,AirbusSmall
FJSNMMYP,ORY,CSD,ORY,ORY,0,1200,0,0,0,22,41,AirbusSmall
OIWZTNYT,ORY,ST,ORY,ORY,0,1200,0,0,0,26,57,AirbusSmall
KRCMOTSE,ORY,ST,ORY,ORY,0,1200,0,0,0,22,42,AirbusSmall
ZNKNXAQA,ORY,ST,ORY,ORY,0,1200,0,0,0,21,50,AirbusSmall
JGFPIDGJ,ORY,ST,ORY,ORY,0,1200,0,0,0,20,44,AirbusSmall
OSSBUZWT,ORY,ST,ORY,ORY,0,1200,0,0,0,29,46,AirbusSmall
TLBBQYOP,ORY,ST,ORY,ORY,0,1200,0,0,0,28,45,AirbusSmall
GRTHUHLR,TLS,CP,ORY,TLS,0,1200,0,0,0,22,49,AirbusSmall
QJWJZNFO,TLS,FO,ORY,TLS,0,1200,0,0,0,23,50,AirbusSmall
NFYUIMUO,TLS,CSD,ORY,TLS,0,1200,0,0,0,25,41,AirbusSmall
LESNTAXC,TLS,CSD,ORY,TLS,0,1200,0,0,0,23,41,AirbusSmall
FXALDEYD,TLS,ST,ORY,TLS,0,1200,0,0,0,22,54,AirbusSmall
EWKQQIRE,TLS,ST,ORY,TLS,0,1200,0,0,0,21,42,AirbusSmall
LLEGWNJE,TLS,ST,ORY,TLS,0,1200,0,0,0,22,45,AirbusSmall
EIJHGXKH,TLS,ST,ORY,TLS,0,1200,0,0,0,28,49,AirbusSmall
QHGAUFOY,TLS,ST,ORY,TLS,0,1200,0,0,0,21,52,AirbusSmall
XFPLIGNQ,TLS,ST,ORY,TLS,0,1200,0,0,0,25,49,AirbusSmall
PVZCNKYB,BOD,CP,MRS,BOD,0,1200,0,0,0,28,43,AirbusSmall
ORCKDIPN,BOD,FO,MRS,BOD,0,1200,0,0,0,24,55,AirbusSmall
VWKFNFKT,BOD,CSD,MRS,BOD,0,1200,0,0,0,29,50,AirbusSmall
VVUJZNCY,BOD,CSD,MRS,BOD,0,1200,0,0,0,21,51,AirbusSmall
XMYKLGTP,BOD,ST,MRS,BOD,0,1200,0,0,0,28,48,AirbusSmall
JGQPPGDY,BOD,ST,MRS,BOD,0,1200,0,0,0,24,59,AirbusSmall
UTIUJCHS,BOD,ST,MRS,BOD,0,1200,0,0,0,24,55,AirbusSmall
SEVDFMHY,BOD,ST,MRS,BOD,0,1200,0,0,0,27,54,AirbusSmall
TFLMQXIF,BOD,ST,MRS,BOD,0,1200,0,0,0,26,56,AirbusSmall
SZYFPELC,BOD,ST,MRS,BOD,0,1200,0,0,0,20,43,AirbusSmall
BKCBQNUF,MUC,CP,CDG,MUC,0,1200,0,0,0,24,42,BoeingSmall
RKPLFAWA,MUC,FO,CDG,MUC,0,1200,0,0,0,23,51,BoeingSmall
DRTAJNJH,MUC,CS,CDG,MUC,0,1200,0,0,0,23,44,BoeingSmall
RJZHIXAC,MUC,ST,CDG,MUC,0,1200,0,0,0,22,46,BoeingSmall
VZVIJCUG,MUC,ST,CDG,MUC,0,1200,0,0,0,27,48,BoeingSmall
ISCGDZDJ,MUC,ST,CDG,MUC,0,1200,0,0,0,25,41,BoeingSmall
UFBINFHR,ORY,CP,MAD,ORY,0,1200,0,0,0,29,42,AirbusSmall
XPGSARRO,ORY,FO,MAD,ORY,0,1200,0,0,0,22,51,AirbusSmall
TKLIQQVU,ORY,CSD,MAD,ORY,0,1200,0,0,0,25,58,AirbusSmall
KPFIOSOC,ORY,CSD,MAD,ORY,0,1200,0,0,0,27,46,AirbusSmall
FDGEJNZM,ORY,ST,MAD,ORY,0,1200,0,0,0,25,44,AirbusSmall
JQXFAIBV,ORY,ST,MAD,ORY,0,1200,0,0,0,28,54,AirbusSmall
VDDYWBWJ,ORY,ST,MAD,ORY,0,1200,0,0,0,23,54,AirbusSmall
RGHFALTY,ORY,ST,MAD,ORY,0,1200,0,0,0,26,49,AirbusSmall
VPYWKGPR,ORY,ST,MAD,ORY,0,1200,0,0,0,20,55,AirbusSmall
MGUIQHPM,ORY,ST,MAD,ORY,0,1200,0,0,0,24,45,AirbusSmall
ILPUNJEC,CDG,CP,CDG,CDG,0,1200,0,0,0,25,51,AirbusSmall
AVURVDVZ,CDG,FO,CDG,CDG,0,1200,0,0,0,28,42,AirbusSmall
NIVCPMJE,CDG,CSD,CDG,CDG,0,1200,0,0,0,23,53,AirbusSmall
BGUFRHCP,CDG,CSD,CDG,CDG,0,1200,0,0,0,26,43,AirbusSmall
WMAPMSEN,CDG,ST,CDG,CDG,0,1200,0,0,0,22,54,AirbusSmall
FNDLBPLV,CDG,ST,CDG,CDG,0,1200,0,0,0,28,57,AirbusSmall
ZZDRNWMK,CDG,ST,CDG,CDG,0,1200,0,0,0,23,57,AirbusSmall
HJZVRHTQ,CDG,ST,CDG,CDG,0,1200,0,0,0,27,45,AirbusSmall
IXVWBFQX,CDG,ST,CDG,CDG,0,1200,0,0,0,20,50,AirbusSmall
OCYFFIQU,CDG,ST,CDG,CDG,0,1200,0,0,0,29,49,AirbusSmall
TDXJRKEL,CDG,CP,CDG,CDG,0,1200,0,0,0,26,53,AirbusSmall
XWHXBNCL,CDG,FO,CDG,CDG,0,1200,0,0,0,25,42,AirbusSmall
ADMRIPIP,CDG,CSD,CDG,CDG,0,1200,0,0,0,23,55,AirbusSmall
JHGNSXAD,CDG,CSD,CDG,CDG,0,1200,0,0,0,23,40,AirbusSmall
RYWIHAHP,CDG,ST,CDG,CDG,0,1200,0,0,0,28,40,AirbusSmall
FEGLEJYT,CDG,ST,CDG,CDG,0,1200,0,0,0,23,50,AirbusSmall
LEHJPPJL,CDG,ST,CDG,CDG,0,1200,0,0,0,28,58,AirbusSmall
JFPJSVMD,CDG,ST,CDG,CDG,0,1200,0,0,0,23,43,AirbusSmall
OSJAZGCX,CDG,ST,CDG,CDG,0,1200,0,0,0,22,58,AirbusSmall
XEZNDBZW,CDG,ST,CDG,CDG,0,1200,0,0,0,26,57,AirbusSmall
UIBJZZKW,CDG,CP,CDG,CDG,0,1200,0,0,0,21,54,AirbusSmall
QMNJOIBP,CDG,FO,CDG,CDG,0,1200,0,0,0,29,41,AirbusSmall
FMWMBHBN,CDG,CSD,CDG,CDG,0,1200,0,0,0,23,44,AirbusSmall
OTSGLBPT,CDG,CSD,CDG,CDG,0,1200,0,0,0,22,44,AirbusSmall
OHLQQIUP,CDG,ST,CDG,CDG,0,1200,0,0,0,29,51,AirbusSmall
IYYIWMVV,CDG,ST,CDG,CDG,0,1200,0,0,0,22,55,AirbusSmall
OZJZXYOG,CDG,ST,CDG,CDG,0,1200,0,0,0,28,47,AirbusSmall
BDPQTNAZ,CDG,ST,CDG,CDG,0,1200,0,0,0,20,50,AirbusSmall
YKUHLZOH,CDG,ST,CDG,CDG,0,1200,0,0,0,25,59,AirbusSmall
VOIPHGVA,CDG,ST,CDG,CDG,0,1200,0,0,0,29,42,AirbusSmall
MGJJTXIV,CDG,CP,CDG,CDG,0,1200,0,0,0,28,52,AirbusSmall
NSOPRMPI,CDG,FO,CDG,CDG,0,1200,0,0,0,24,45,AirbusSmall
BQRUUDVM,CDG,CSD,CDG,CDG,0,1200,0,0,0,27,55,AirbusSmall
GBQJJRKH,CDG,CSD,CDG,CDG,0,1200,0,0,0,27,44,AirbusSmall
DITUPAWR,CDG,ST,CDG,CDG,0,1200,0,0,0,28,45,AirbusSmall
NQEWRTED,CDG,ST,CDG,CDG,0,1200,0,0,0,29,42,AirbusSmall
ATREPJIR,CDG,ST,CDG,CDG,0,1200,0,0,0,25,51,AirbusSmall
OEYCKICU,CDG,ST,CDG,CDG,0,1200,0,0,0,26,52,AirbusSmall
MOAZKOGO,CDG,ST,CDG,CDG,0,1200,0,0,0,21,49,AirbusSmall
BIDGSRKK,CDG,ST,CDG,CDG,0,1200,0,0,0,20,45,AirbusSmall
YGVFEAWD,CDG,CP,CDG,CDG,0,1200,0,0,0,28,54,AirbusSmall
CWVHLJYR,CDG,FO,CDG,CDG,0,1200,0,0,0,29,44,AirbusSmall
ETCCRLOJ,CDG,CSD,CDG,CDG,0,1200,0,0,0,23,54,AirbusSmall
VWTNKIMA,CDG,CSD,CDG,CDG,0,1200,0,0,0,20,40,AirbusSmall
ZMELLXDU,CDG,ST,CDG,CDG,0,1200,0,0,0,20,52,AirbusSmall
JXWAVDSQ,CDG,ST,CDG,CDG,0,1200,0,0,0,24,41,AirbusSmall
LVZMGUSS,CDG,ST,CDG,CDG,0,1200,0,0,0,29,57,AirbusSmall
GBXMSUGU,CDG,ST,CDG,CDG,0,1200,0,0,0,28,52,AirbusSmall
HEMKSDLI,CDG,ST,CDG,CDG,0,1200,0,0,0,27,40,AirbusSmall
PUOALTMB,CDG,ST,CDG,CDG,0,1200,0,0,0,22,42,AirbusSmall
EDPQBSTW,CDG,CP,CDG,CDG,0,1200,0,0,0,24,56,AirbusSmall
JAHOLCAU,CDG,FO,CDG,CDG,0,1200,0,0,0,23,52,AirbusSmall
GIOSHVBJ,CDG,CSD,CDG,CDG,0,1200,0,0,0,25,45,AirbusSmall
KEKLQCZC,CDG,CSD,CDG,CDG,0,1200,0,0,0,28,54,AirbusSmall
HZLOUSLJ,CDG,ST,CDG,CDG,0,1200,0,0,0,25,55,AirbusSmall
EVQTPCVZ,CDG,ST,CDG,CDG,0,1200,0,0,0,20,57,AirbusSmall
EMLSWWXL,CDG,ST,CDG,CDG,0,1200,0,0,0,24,48,AirbusSmall
GHQHPXYG,CDG,ST,CDG,CDG,0,1200,0,0,0,21,42,AirbusSmall
IPWSZDIA,CDG,ST,CDG,CDG,0,1200,0,0,0,20,46,AirbusSmall
ACRTNIUX,CDG,ST,CDG,CDG,0,1200,0,0,0,25,48,AirbusSmall
UJLAFRCH,CDG,CP,CDG,CDG,0,1200,0,0,0,22,42,AirbusSmall
KDJFVZLM,CDG,FO,CDG,CDG,0,1200,0,0,0,29,50,AirbusSmall
VODVUSML,CDG,CSD,CDG,CDG,0,1200,0,0,0,24,51,AirbusSmall
TEYDEDSE,CDG,CSD,CDG,CDG,0,1200,0,0,0,20,44,AirbusSmall
QRESFREN,CDG,ST,CDG,CDG,0,1200,0,0,0,24,47,AirbusSmall
QWRAQHQG,CDG,ST,CDG,CDG,0,1200,0,0,0,20,56,AirbusSmall
WMTDUTGT,CDG,ST,CDG,CDG,0,1200,0,0,0,25,42,AirbusSmall
XZMIESDJ,CDG,ST,CDG,CDG,0,1200,0,0,0,27,45,AirbusSmall
UZANDYDE,CDG,ST,CDG,CDG,0,1200,0,0,0,27,59,AirbusSmall
BMVKNCTV,CDG,ST,CDG,CDG,0,1200,0,0,0,24,51,AirbusSmall
VOBRWVGX,MAD,CP,CDG,MAD,0,1200,0,0,0,24,49,AirbusSmall
GJYUYXFQ,MAD,FO,CDG,MAD,0,1200,0,0,0,28,42,AirbusSmall
IBKYIIFS,MAD,CSD,CDG,MAD,0,1200,0,0,0,28,50,AirbusSmall
XDSUUICO,MAD,CSD,CDG,MAD,0,1200,0,0,0,23,43,AirbusSmall
ZXQBKCMC,MAD,ST,CDG,MAD,0,1200,0,0,0,21,56,AirbusSmall
RLGMWFDO,MAD,ST,CDG,MAD,0,1200,0,0,0,27,50,AirbusSmall
IBHUFDUR,MAD,ST,CDG,MAD,0,1200,0,0,0,22,53,AirbusSmall
RYQUUCUC,MAD,ST,CDG,MAD,0,1200,0,0,0,21,53,AirbusSmall
WHHIJYVA,MAD,ST,CDG,MAD,0,1200,0,0,0,26,41,AirbusSmall
DNGAYLKL,MAD,ST,CDG,MAD,0,1200,0,0,0,27,59,AirbusSmall
MABGJDIF,MPL,CP,ORY,MPL,0,1200,0,0,0,23,53,AirbusSmall
WNRERHHE,MPL,FO,ORY,MPL,0,1200,0,0,0,22,49,AirbusSmall
FVSBCGTH,MPL,CSD,ORY,MPL,0,1200,0,0,0,26,42,AirbusSmall
CUVHWXQO,MPL,CSD,ORY,MPL,0,1200,0,0,0,21,41,AirbusSmall
OEZUVHWL,MPL,ST,ORY,MPL,0,1200,0,0,0,28,43,AirbusSmall
HNPDSQIV,MPL,ST,ORY,MPL,0,1200,0,0,0,23,55,AirbusSmall
WPDCEVUS,MPL,ST,ORY,MPL,0,1200,0,0,0,26,54,AirbusSmall
IBDSNTAX,MPL,ST,ORY,MPL,0,1200,0,0,0,21,55,AirbusSmall
HJOOCRHD,MPL,ST,ORY,MPL,0,1200,0,0,0,20,47,AirbusSmall
PPTISCQF,MPL,ST,ORY,MPL,0,1200,0,0,0,29,54,AirbusSmall
EQEGUIGS,PRG,CP,LYS,PRG,0,1200,0,0,0,21,46,AirbusSmall
NVIYTJDB,PRG,FO,LYS,PRG,0,1200,0,0,0,22,43,AirbusSmall
GBSOWPBB,PRG,CSD,LYS,PRG,0,1200,0,0,0,26,40,AirbusSmall
TFHWRDNM,PRG,CSD,LYS,PRG,0,1200,0,0,0,20,51,AirbusSmall
NVSPAIBU,PRG,ST,LYS,PRG,0,1200,0,0,0,24,59,AirbusSmall
XZRJOXDA,PRG,ST,LYS,PRG,0,1200,0,0,0,23,45,AirbusSmall
IAPAGDDR,PRG,ST,LYS,PRG,0,1200,0,0,0,26,53,AirbusSmall
GHHQPRSO,PRG,ST,LYS,PRG,0,1200,0,0,0,23,59,AirbusSmall
XFUCYMLS,PRG,ST,LYS,PRG,0,1200,0,0,0,23,55,AirbusSmall
ACZPEWCZ,PRG,ST,LYS,PRG,0,1200,0,0,0,26,43,AirbusSmall
RNKYKGCL,VIE,CP,CDG,VIE,0,1200,0,0,0,27,53,AirbusSmall
CHEQDNIC,VIE,FO,CDG,VIE,0,1200,0,0,0,23,51,AirbusSmall
CEIJWOLH,VIE,CSD,CDG,VIE,0,1200,0,0,0,27,48,AirbusSmall
CWRABNYX,VIE,CSD,CDG,VIE,0,1200,0,0,0,22,47,AirbusSmall
QPWWWDMR,VIE,ST,CDG,VIE,0,1200,0,0,0,29,48,AirbusSmall
MUQOODTJ,VIE,ST,CDG,VIE,0,1200,0,0,0,20,48,AirbusSmall
IQBGXNHG,VIE,ST,CDG,VIE,0,1200,0,0,0,22,41,AirbusSmall
VZQJROBJ,VIE,ST,CDG,VIE,0,1200,0,0,0,25,55,AirbusSmall
YLKMPSZK,VIE,ST,CDG,VIE,0,1200,0,0,0,29,52,AirbusSmall
UHXLCZQI,VIE,ST,CDG,VIE,0,1200,0,0,0,26,58,AirbusSmall
FAYZXTPU,BIQ,CP,MRS,BIQ,0,1200,0,0,0,28,42,AirbusSmall
TXEDTGYB,BIQ,FO,MRS,BIQ,0,1200,0,0,0,21,44,AirbusSmall
HLPWVPFS,BIQ,CSD,MRS,BIQ,0,1200,0,0,0,21,44,AirbusSmall
DGJSQAJL,BIQ,CSD,MRS,BIQ,0,1200,0,0,0,26,43,AirbusSmall
KKTZRTHL,BIQ,ST,MRS,BIQ,0,1200,0,0,0,20,40,AirbusSmall
GSCLQRZD,BIQ,ST,MRS,BIQ,0,1200,0,0,0,25,50,AirbusSmall
MQCCKAKH,BIQ,ST,MRS,BIQ,0,1200,0,0,0,26,57,AirbusSmall
GODIWICZ,BIQ,ST,MRS,BIQ,0,1200,0,0,0,20,58,AirbusSmall
JLEQYATM,BIQ,ST,MRS,BIQ,0,1200,0,0,0,20,48,AirbusSmall
BWADOBYO,BIQ,ST,MRS,BIQ,0,1200,0,0,0,20,55,AirbusSmall
EAIDSKSE,CDG,CP,ORY,CDG,0,1200,0,0,0,21,53,AirbusSmall
XAJILIAJ,CDG,FO,ORY,CDG,0,1200,0,0,0,25,44,AirbusSmall
ZOBSZJMM,CDG,CSD,ORY,CDG,0,1200,0,0,0,25,57,AirbusSmall
PCFWSRJP,CDG,CSD,ORY,CDG,0,1200,0,0,0,23,52,AirbusSmall
QOFERAHP,CDG,ST,ORY,CDG,0,1200,0,0,0,29,47,AirbusSmall
PEOPKLNG,CDG,ST,ORY,CDG,0,1200,0,0,0,20,41,AirbusSmall
BRPQKEFL,CDG,ST,ORY,CDG,0,1200,0,0,0,23,51,AirbusSmall
KRDEPDJA,CDG,ST,ORY,CDG,0,1200,0,0,0,22,58,AirbusSmall
IDTAATJP,CDG,ST,ORY,CDG,0,1200,0,0,0,29,44,AirbusSmall
IXZHVCDX,CDG,ST,ORY,CDG,0,1200,0,0,0,23,47,AirbusSmall
JRYOFURX,MXP,CP,BCN,MXP,0,1200,0,0,0,20,56,AirbusSmall
IUGDTJOM,MXP,FO,BCN,MXP,0,1200,0,0,0,24,53,AirbusSmall
NSIAIKFV,MXP,CSD,BCN,MXP,0,1200,0,0,0,21,47,AirbusSmall
ZVCBKBSR,MXP,CSD,BCN,MXP,0,1200,0,0,0,21,41,AirbusSmall
IIUNDGXS,MXP,ST,BCN,MXP,0,1200,0,0,0,24,47,AirbusSmall
CQTMKWOR,MXP,ST,BCN,MXP,0,1200,0,0,0,23,44,AirbusSmall
QVRUBINH,MXP,ST,BCN,MXP,0,1200,0,0,0,27,57,AirbusSmall
TJZBEESI,MXP,ST,BCN,MXP,0,1200,0,0,0,29,53,AirbusSmall
VWGVKROQ,MXP,ST,BCN,MXP,0,1200,0,0,0,23,57,AirbusSmall
YCMDKAHG,MXP,ST,BCN,MXP,0,1200,0,0,0,22,53,AirbusSmall
CSEQDSXH,CDG,CP,CDG,CDG,0,1200,0,0,0,27,55,AirbusSmall
AMJUNWIP,CDG,FO,CDG,CDG,0,1200,0,0,0,27,55,AirbusSmall
AQUYFNVV,CDG,CSD,CDG,CDG,0,1200,0,0,0,28,49,AirbusSmall
EFEXDEYX,CDG,CSD,CDG,CDG,0,1200,0,0,0,23,55,AirbusSmall
WAQBDGRM,CDG,ST,CDG,CDG,0,1200,0,0,0,25,52,AirbusSmall
OSTPSXQX,CDG,ST,CDG,CDG,0,1200,0,0,0,25,59,AirbusSmall
KZVMDBPJ,CDG,ST,CDG,CDG,0,1200,0,0,0,23,54,AirbusSmall
UTYQNQFQ,CDG,ST,CDG,CDG,0,1200,0,0,0,27,48,AirbusSmall
DBBNRXRN,CDG,ST,CDG,CDG,0,1200,0,0,0,29,54,AirbusSmall
IHLTZNQR,CDG,ST,CDG,CDG,0,1200,0,0,0,27,52,AirbusSmall
TZGMVULC,CDG,CP,CDG,CDG,0,1200,0,0,0,23,45,CRJ
IYYABMCO,CDG,FO,CDG,CDG,0,1200,0,0,0,28,57,CRJ
VZPKNLBA,CDG,CS,CDG,CDG,0,1200,0,0,0,24,58,CRJ
BWOYSXOS,CDG,ST,CDG,CDG,0,1200,0,0,0,22,41,CRJ
DHSMFAMG,CDG,ST,CDG,CDG,0,1200,0,0,0,21,53,CRJ
EDMHIFGJ,CDG,CP,CDG,CDG,0,1200,0,0,0,21,56,AirbusBig
HJUBBGTO,CDG,FO,CDG,CDG,0,1200,0,0,0,29,45,AirbusBig
WQBWVYRV,CDG,CS,CDG,CDG,0,1200,0,0,0,27,42,AirbusBig
QJHXHNUC,CDG,CS,CDG,CDG,0,1200,0,0,0,23,56,AirbusBig
HPNUAUUU,CDG,ST,CDG,CDG,0,1200,0,0,0,22,57,AirbusBig
YBBXNPBH,CDG,ST,CDG,CDG,0,1200,0,0,0,28,44,AirbusBig
BPRUAZXE,CDG,ST,CDG,CDG,0,1200,0,0,0,29,54,AirbusBig
GVNJMNVC,CDG,ST,CDG,CDG,0,1200,0,0,0,26,53,AirbusBig
GIEXVIDM,ORY,CP,ORY,ORY,0,1200,0,0,0,28,55,AirbusSmall
UZWVPGTH,ORY,FO,ORY,ORY,0,1200,0,0,0,28,49,AirbusSmall
ZBZOIOYM,ORY,CSD,ORY,ORY,0,1200,0,0,0,25,51,AirbusSmall
OWPFPUEP,ORY,CSD,ORY,ORY,0,1200,0,0,0,29,46,AirbusSmall
BJOVYARC,ORY,ST,ORY,ORY,0,1200,0,0,0,29,56,AirbusSmall
BHJSHJHQ,ORY,ST,ORY,ORY,0,1200,0,0,0,22,41,AirbusSmall
FNGTJYNJ,ORY,ST,ORY,ORY,0,1200,0,0,0,22,45,AirbusSmall
ELBXGFRP,ORY,ST,ORY,ORY,0,1200,0,0,0,21,55,AirbusSmall
SBIWYREZ,ORY,ST,ORY,ORY,0,1200,0,0,0,27,47,AirbusSmall
LDWVAAEP,ORY,ST,ORY,ORY,0,1200,0,0,0,24,53,AirbusSmall
SOCBRVCQ,ORY,CP,ORY,ORY,0,1200,0,0,0,25,54,AirbusSmall
ZRKREYNK,ORY,FO,ORY,ORY,0,1200,0,0,0,28,54,AirbusSmall
IBIVQROB,ORY,CSD,ORY,ORY,0,1200,0,0,0,24,53,AirbusSmall
