crew_id,leg_id,rank,start,finish,airport,pairing
GARDHSDG,10001150,ST,2008-03-01T11:00,2008-03-01T12:15,CDG,1835196615
GARDHSDG,10001151,ST,2008-03-01T13:05,2008-03-01T15:00,LHR,1835196615
IXFCSCAR,1000720,ST,2008-03-01T04:45,2008-03-01T07:05,CDG,1835196615
IXFCSCAR,1000721,ST,2008-03-01T07:55,2008-03-01T09:10,AMS,1835196615
IXFCSCAR,10001150,ST,2008-03-01T11:00,2008-03-01T12:15,CDG,1835196615
IXFCSCAR,10001151,ST,2008-03-01T13:05,2008-03-01T15:00,LHR,1835196615
SZXAPVUZ,1000720,ST,2008-03-01T04:45,2008-03-01T07:05,CDG,1835196615
SZXAPVUZ,1000721,ST,2008-03-01T07:55,2008-03-01T09:10,AMS,1835196615
SZXAPVUZ,10001150,ST,2008-03-01T11:00,2008-03-01T12:15,CDG,1835196615
SZXAPVUZ,10001151,ST,2008-03-01T13:05,2008-03-01T15:00,LHR,1835196615
SWSWNCBQ,1000720,ST,2008-03-01T04:45,2008-03-01T07:05,CDG,1835196615
SWSWNCBQ,1000721,ST,2008-03-01T07:55,2008-03-01T09:10,AMS,1835196615
SWSWNCBQ,10001150,ST,2008-03-01T11:00,2008-03-01T12:15,CDG,1835196615
SWSWNCBQ,10001151,ST,2008-03-01T13:05,2008-03-01T15:00,LHR,1835196615
UBFTXPDI,1000720,ST,2008-03-01T04:45,2008-03-01T07:05,CDG,1835196615
UBFTXPDI,1000721,ST,2008-03-01T07:55,2008-03-01T09:10,AMS,1835196615
UBFTXPDI,10001150,ST,2008-03-01T11:00,2008-03-01T12:15,CDG,1835196615
UBFTXPDI,10001151,ST,2008-03-01T13:05,2008-03-01T15:00,LHR,1835196615
DSVJMHVE,10007481,CP,2008-03-01T04:45,2008-03-01T07:10,NCE,1083776645
DSVJMHVE,10007482,CP,2008-03-01T07:45,2008-03-01T09:45,BOD,1083776645
ZIVPLRXP,10007481,FO,2008-03-01T04:45,2008-03-01T07:10,NCE,1083776645
ZIVPLRXP,10007482,FO,2008-03-01T07:45,2008-03-01T09:45,BOD,1083776645
UTZWLOYC,10007481,CS,2008-03-01T04:45,2008-03-01T07:10,NCE,1083776645
UTZWLOYC,10007482,CS,2008-03-01T07:45,2008-03-01T09:45,BOD,1083776645
CZSKWPWX,10007481,ST,2008-03-01T04:45,2008-03-01T07:10,NCE,1083776645
CZSKWPWX,10007482,ST,2008-03-01T07:45,2008-03-01T09:45,BOD,1083776645
HVUBDYGL,10007481,ST,2008-03-01T04:45,2008-03-01T07:10,NCE,1083776645
HVUBDYGL,10007482,ST,2008-03-01T07:45,2008-03-01T09:45,BOD,1083776645
NLBVZABR,10002721,CP,2008-03-01T04:45,2008-03-01T06:55,LIL,703459902
NLBVZABR,10007305,CP,2008-03-01T09:50,2008-03-01T10:55,NTE,703459902
NLBVZABR,10007374,CP,2008-03-01T11:55,2008-03-01T14:05,CDG,703459902
FZHUAPBM,10002721,FO,2008-03-01T04:45,2008-03-01T06:55,LIL,703459902
FZHUAPBM,10007305,FO,2008-03-01T09:50,2008-03-01T10:55,NTE,703459902
FZHUAPBM,10007374,FO,2008-03-01T11:55,2008-03-01T14:05,CDG,703459902
DNLLNWJD,10002721,CSD,2008-03-01T04:45,2008-03-01T06:55,LIL,703459902
DNLLNWJD,10007305,CSD,2008-03-01T09:50,2008-03-01T10:55,NTE,703459902
DNLLNWJD,10007374,CSD,2008-03-01T11:55,2008-03-01T14:05,CDG,703459902
JRSUYOXN,10002721,CSD,2008-03-01T04:45,2008-03-01T06:55,LIL,703459902
JRSUYOXN,10007305,CSD,2008-03-01T09:50,2008-03-01T10:55,NTE,703459902
JRSUYOXN,10007374,CSD,2008-03-01T11:55,2008-03-01T14:05,CDG,703459902
YGEDAHCE,10002721,ST,2008-03-01T04:45,2008-03-01T06:55,LIL,703459902
YGEDAHCE,10007305,ST,2008-03-01T09:50,2008-03-01T10:55,NTE,703459902
YGEDAHCE,10007374,ST,2008-03-01T11:55,2008-03-01T14:05,CDG,703459902
WOSCJMVG,10002721,ST,2008-03-01T04:45,2008-03-01T06:55,LIL,703459902
WOSCJMVG,10007305,ST,2008-03-01T09:50,2008-03-01T10:55,NTE,703459902
WOSCJMVG,10007374,ST,2008-03-01T11:55,2008-03-01T14:05,CDG,703459902
YSJTSVZT,10002721,ST,2008-03-01T04:45,2008-03-01T06:55,LIL,703459902
YSJTSVZT,10007305,ST,2008-03-01T09:50,2008-03-01T10:55,NTE,703459902
YSJTSVZT,10007374,ST,2008-03-01T11:55,2008-03-01T14:05,CDG,703459902
OPELBHPK,10002721,ST,2008-03-01T04:45,2008-03-01T06:55,LIL,703459902
OPELBHPK,10007305,ST,2008-03-01T09:50,2008-03-01T10:55,NTE,703459902
OPELBHPK,10007374,ST,2008-03-01T11:55,2008-03-01T14:05,CDG,703459902
GAASCUCU,10002721,ST,2008-03-01T04:45,2008-03-01T06:55,LIL,703459902
GAASCUCU,10007305,ST,2008-03-01T09:50,2008-03-01T10:55,NTE,703459902
GAASCUCU,10007374,ST,2008-03-01T11:55,2008-03-01T14:05,CDG,703459902
MVBAMZZP,10002721,ST,2008-03-01T04:45,2008-03-01T06:55,LIL,703459902
MVBAMZZP,10007305,ST,2008-03-01T09:50,2008-03-01T10:55,NTE,703459902
MVBAMZZP,10007374,ST,2008-03-01T11:55,2008-03-01T14:05,CDG,703459902
ALFYBCYG,10007390,CP,2008-03-01T04:45,2008-03-01T07:00,LIL,184241666
ALFYBCYG,10005381,CP,2008-03-01T07:40,2008-03-01T08:45,LYS,184241666
ALFYBCYG,10005239,CP,2008-03-01T11:30,2008-03-01T13:35,MPL,184241666
VAELJTGE,10007390,FO,2008-03-01T04:45,2008-03-01T07:00,LIL,184241666
VAELJTGE,10005381,FO,2008-03-01T07:40,2008-03-01T08:45,LYS,184241666
VAELJTGE,10005239,FO,2008-03-01T11:30,2008-03-01T13:35,MPL,184241666
LTHDBNZB,10007390,CS,2008-03-01T04:45,2008-03-01T07:00,LIL,184241666
LTHDBNZB,10005381,CS,2008-03-01T07:40,2008-03-01T08:45,LYS,184241666
LTHDBNZB,10005239,CS,2008-03-01T11:30,2008-03-01T13:35,MPL,184241666
BVBZFEMN,10007390,ST,2008-03-01T04:45,2008-03-01T07:00,LIL,184241666
BVBZFEMN,10005381,ST,2008-03-01T07:40,2008-03-01T08:45,LYS,184241666
BVBZFEMN,10005239,ST,2008-03-01T11:30,2008-03-01T13:35,MPL,184241666
SRUVCPKK,10007390,ST,2008-03-01T04:45,2008-03-01T07:00,LIL,184241666
SRUVCPKK,10005381,ST,2008-03-01T07:40,2008-03-01T08:45,LYS,184241666
SRUVCPKK,10005239,ST,2008-03-01T11:30,2008-03-01T13:35,MPL,184241666
NMDSCFHS,10007390,ST,2008-03-01T04:45,2008-03-01T07:00,LIL,184241666
NMDSCFHS,10005381,ST,2008-03-01T07:40,2008-03-01T08:45,LYS,184241666
NMDSCFHS,10005239,ST,2008-03-01T11:30,2008-03-01T13:35,MPL,184241666
UGIWAYIJ,10007440,CP,2008-03-01T04:45,2008-03-01T07:00,NTE,1603673735
UGIWAYIJ,10007420,CP,2008-03-01T07:45,2008-03-01T08:50,LYS,1603673735
UGIWAYIJ,10007375,CP,2008-03-01T09:35,2008-03-01T11:50,TLS,1603673735
XDNJMMAT,10007440,FO,2008-03-01T04:45,2008-03-01T07:00,NTE,1603673735
XDNJMMAT,10007420,FO,2008-03-01T07:45,2008-03-01T08:50,LYS,1603673735
XDNJMMAT,10007375,FO,2008-03-01T09:35,2008-03-01T11:50,TLS,1603673735
IZTCHAWL,10007440,CSD,2008-03-01T04:45,2008-03-01T07:00,NTE,1603673735
IZTCHAWL,10007420,CSD,2008-03-01T07:45,2008-03-01T08:50,LYS,1603673735
IZTCHAWL,10007375,CSD,2008-03-01T09:35,2008-03-01T11:50,TLS,1603673735
JVZYNBEL,10007440,CSD,2008-03-01T04:45,2008-03-01T07:00,NTE,1603673735
JVZYNBEL,10007420,CSD,2008-03-01T07:45,2008-03-01T08:50,LYS,1603673735
JVZYNBEL,10007375,CSD,2008-03-01T09:35,2008-03-01T11:50,TLS,1603673735
ZFSOOOTA,10007440,ST,2008-03-01T04:45,2008-03-01T07:00,NTE,1603673735
ZFSOOOTA,10007420,ST,2008-03-01T07:45,2008-03-01T08:50,LYS,1603673735
ZFSOOOTA,10007375,ST,2008-03-01T09:35,2008-03-01T11:50,TLS,1603673735
DMKHJQJW,10007440,ST,2008-03-01T04:45,2008-03-01T07:00,NTE,1603673735
DMKHJQJW,10007420,ST,2008-03-01T07:45,2008-03-01T08:50,LYS,1603673735
DMKHJQJW,10007375,ST,2008-03-01T09:35,2008-03-01T11:50,TLS,1603673735
JJUWSDAY,10007440,ST,2008-03-01T04:45,2008-03-01T07:00,NTE,1603673735
JJUWSDAY,10007420,ST,2008-03-01T07:45,2008-03-01T08:50,LYS,1603673735
JJUWSDAY,10007375,ST,2008-03-01T09:35,2008-03-01T11:50,TLS,1603673735
VNLLEJCO,10007440,ST,2008-03-01T04:45,2008-03-01T07:00,NTE,1603673735
VNLLEJCO,10007420,ST,2008-03-01T07:45,2008-03-01T08:50,LYS,1603673735
VNLLEJCO,10007375,ST,2008-03-01T09:35,2008-03-01T11:50,TLS,1603673735
FTHMJPPH,10007440,ST,2008-03-01T04:45,2008-03-01T07:00,NTE,1603673735
FTHMJPPH,10007420,ST,2008-03-01T07:45,2008-03-01T08:50,LYS,1603673735
FTHMJPPH,10007375,ST,2008-03-01T09:35,2008-03-01T11:50,TLS,1603673735
BFJIKSFB,10007440,ST,2008-03-01T04:45,2008-03-01T07:00,NTE,1603673735
BFJIKSFB,10007420,ST,2008-03-01T07:45,2008-03-01T08:50,LYS,1603673735
BFJIKSFB,10007375,ST,2008-03-01T09:35,2008-03-01T11:50,TLS,1603673735
ZCJYGCCP,10005365,CP,2008-03-01T04:45,2008-03-01T06:45,SXB,1204295508
ZCJYGCCP,10005012,CP,2008-03-01T07:55,2008-03-01T09:10,LYS,1204295508
ZCJYGCCP,10007219,CP,2008-03-01T10:00,2008-03-01T12:15,BIQ,1204295508
VZQOQRJY,10005365,FO,2008-03-01T04:45,2008-03-01T06:45,SXB,1204295508
VZQOQRJY,10005012,FO,2008-03-01T07:55,2008-03-01T09:10,LYS,1204295508
VZQOQRJY,10007219,FO,2008-03-01T10:00,2008-03-01T12:15,BIQ,1204295508
LEVYYEZG,10005365,CSD,2008-03-01T04:45,2008-03-01T06:45,SXB,1204295508
LEVYYEZG,10005012,CSD,2008-03-01T07:55,2008-03-01T09:10,LYS,1204295508
LEVYYEZG,10007219,CSD,2008-03-01T10:00,2008-03-01T12:15,BIQ,1204295508
QJIQNBIZ,10005365,ST,2008-03-01T04:45,2008-03-01T06:45,SXB,1204295508
QJIQNBIZ,10005012,ST,2008-03-01T07:55,2008-03-01T09:10,LYS,1204295508
QJIQNBIZ,10007219,ST,2008-03-01T10:00,2008-03-01T12:15,BIQ,1204295508
NCOYZVSF,10005365,ST,2008-03-01T04:45,2008-03-01T06:45,SXB,1204295508
NCOYZVSF,10005012,ST,2008-03-01T07:55,2008-03-01T09:10,LYS,1204295508
NCOYZVSF,10007219,ST,2008-03-01T10:00,2008-03-01T12:15,BIQ,1204295508
LKHMZOIB,10005365,ST,2008-03-01T04:45,2008-03-01T06:45,SXB,1204295508
LKHMZOIB,10005012,ST,2008-03-01T07:55,2008-03-01T09:10,LYS,1204295508
LKHMZOIB,10007219,ST,2008-03-01T10:00,2008-03-01T12:15,BIQ,1204295508
YKBIYZSH,10007341,CP,2008-03-01T04:45,2008-03-01T06:55,SXB,302063757
YKBIYZSH,10001198,CP,2008-03-01T08:45,2008-03-01T10:10,CDG,302063757
YKBIYZSH,10001199,CP,2008-03-01T12:50,2008-03-01T14:55,FRA,302063757
FBJXGVQN,10007341,FO,2008-03-01T04:45,2008-03-01T06:55,SXB,302063757
FBJXGVQN,10001198,FO,2008-03-01T08:45,2008-03-01T10:10,CDG,302063757
FBJXGVQN,10001199,FO,2008-03-01T12:50,2008-03-01T14:55,FRA,302063757
OVQLEZNI,10007341,CSD,2008-03-01T04:45,2008-03-01T06:55,SXB,302063757
OVQLEZNI,10001198,CSD,2008-03-01T08:45,2008-03-01T10:10,CDG,302063757
OVQLEZNI,10001199,CSD,2008-03-01T12:50,2008-03-01T14:55,FRA,302063757
HLNBQGQZ,10007341,CSD,2008-03-01T04:45,2008-03-01T06:55,SXB,302063757
HLNBQGQZ,10001198,CSD,2008-03-01T08:45,2008-03-01T10:10,CDG,302063757
HLNBQGQZ,10001199,CSD,2008-03-01T12:50,2008-03-01T14:55,FRA,302063757
GSJIQZQG,10007341,ST,2008-03-01T04:45,2008-03-01T06:55,SXB,302063757
GSJIQZQG,10001198,ST,2008-03-01T08:45,2008-03-01T10:10,CDG,302063757
GSJIQZQG,10001199,ST,2008-03-01T12:50,2008-03-01T14:55,FRA,302063757
ENHYNBMJ,10007341,ST,2008-03-01T04:45,2008-03-01T06:55,SXB,302063757
ENHYNBMJ,10001198,ST,2008-03-01T08:45,2008-03-01T10:10,CDG,302063757
ENHYNBMJ,10001199,ST,2008-03-01T12:50,2008-03-01T14:55,FRA,302063757
UTFOKENR,10007341,ST,2008-03-01T04:45,2008-03-01T06:55,SXB,302063757
UTFOKENR,10001198,ST,2008-03-01T08:45,2008-03-01T10:10,CDG,302063757
UTFOKENR,10001199,ST,2008-03-01T12:50,2008-03-01T14:55,FRA,302063757
CRAFWZCM,10007341,ST,2008-03-01T04:45,2008-03-01T06:55,SXB,302063757
CRAFWZCM,10001198,ST,2008-03-01T08:45,2008-03-01T10:10,CDG,302063757
CRAFWZCM,10001199,ST,2008-03-01T12:50,2008-03-01T14:55,FRA,302063757
GPIXVUGF,10007341,ST,2008-03-01T04:45,2008-03-01T06:55,SXB,302063757
GPIXVUGF,10001198,ST,2008-03-01T08:45,2008-03-01T10:10,CDG,302063757
GPIXVUGF,10001199,ST,2008-03-01T12:50,2008-03-01T14:55,FRA,302063757
UYBJSXIU,10007341,ST,2008-03-01T04:45,2008-03-01T06:55,SXB,302063757
UYBJSXIU,10001198,ST,2008-03-01T08:45,2008-03-01T10:10,CDG,302063757
UYBJSXIU,10001199,ST,2008-03-01T12:50,2008-03-01T14:55,FRA,302063757
UMXVNCKB,10007426,CP,2008-03-01T04:45,2008-03-01T07:00,LYS,577789850
UMXVNCKB,10002836,CP,2008-03-01T07:45,2008-03-01T09:25,TLS,577789850
THXUYXZY,10007426,FO,2008-03-01T04:45,2008-03-01T07:00,LYS,577789850
THXUYXZY,10002836,FO,2008-03-01T07:45,2008-03-01T09:25,TLS,577789850
XEAQRSHP,10007426,CSD,2008-03-01T04:45,2008-03-01T07:00,LYS,577789850
XEAQRSHP,10002836,CSD,2008-03-01T07:45,2008-03-01T09:25,TLS,577789850
JPKDNMRH,10007426,ST,2008-03-01T04:45,2008-03-01T07:00,LYS,577789850
JPKDNMRH,10002836,ST,2008-03-01T07:45,2008-03-01T09:25,TLS,577789850
OXOSEDMH,10007426,ST,2008-03-01T04:45,2008-03-01T07:00,LYS,577789850
OXOSEDMH,10002836,ST,2008-03-01T07:45,2008-03-01T09:25,TLS,577789850
IZOBZLWH,10009531,CP,2008-03-01T04:45,2008-03-01T06:55,PMO,302910801
IZOBZLWH,10009413,CP,2008-03-01T08:25,2008-03-01T11:20,FCO,302910801
ESZYXHXP,10009531,FO,2008-03-01T04:45,2008-03-01T06:55,PMO,302910801
ESZYXHXP,10009413,FO,2008-03-01T08:25,2008-03-01T11:20,FCO,302910801
QSFSWEDS,10009531,CSD,2008-03-01T04:45,2008-03-01T06:55,PMO,302910801
QSFSWEDS,10009413,CSD,2008-03-01T08:25,2008-03-01T11:20,FCO,302910801
ZIQLVINS,10009531,CSD,2008-03-01T04:45,2008-03-01T06:55,PMO,302910801
ZIQLVINS,10009413,CSD,2008-03-01T08:25,2008-03-01T11:20,FCO,302910801
AIWFQDGZ,10009531,ST,2008-03-01T04:45,2008-03-01T06:55,PMO,302910801
AIWFQDGZ,10009413,ST,2008-03-01T08:25,2008-03-01T11:20,FCO,302910801
KQPFRCEY,10009531,ST,2008-03-01T04:45,2008-03-01T06:55,PMO,302910801
KQPFRCEY,10009413,ST,2008-03-01T08:25,2008-03-01T11:20,FCO,302910801
TYMNTTGV,10009531,ST,2008-03-01T04:45,2008-03-01T06:55,PMO,302910801
TYMNTTGV,10009413,ST,2008-03-01T08:25,2008-03-01T11:20,FCO,302910801
VLEUPVFU,10009531,ST,2008-03-01T04:45,2008-03-01T06:55,PMO,302910801
VLEUPVFU,10009413,ST,2008-03-01T08:25,2008-03-01T11:20,FCO,302910801
IGGCPTRG,10009531,ST,2008-03-01T04:45,2008-03-01T06:55,PMO,302910801
IGGCPTRG,10009413,ST,2008-03-01T08:25,2008-03-01T11:20,FCO,302910801
FMNGEKPR,10009531,ST,2008-03-01T04:45,2008-03-01T06:55,PMO,302910801
FMNGEKPR,10009413,ST,2008-03-01T08:25,2008-03-01T11:20,FCO,302910801
LECBLXSD,10003059,CP,2008-03-01T04:45,2008-03-01T06:55,ZRH,1924586133
LECBLXSD,10005144,CP,2008-03-01T08:20,2008-03-01T10:20,LYS,1924586133
NZTOGWLD,10003059,FO,2008-03-01T04:45,2008-03-01T06:55,ZRH,1924586133
NZTOGWLD,10005144,FO,2008-03-01T08:20,2008-03-01T10:20,LYS,1924586133
DYZXEVJT,10003059,CSD,2008-03-01T04:45,2008-03-01T06:55,ZRH,1924586133
DYZXEVJT,10005144,CSD,2008-03-01T08:20,2008-03-01T10:20,LYS,1924586133
RNHNQVOK,10003059,CSD,2008-03-01T04:45,2008-03-01T06:55,ZRH,1924586133
RNHNQVOK,10005144,CSD,2008-03-01T08:20,2008-03-01T10:20,LYS,1924586133
EZTENKOB,10003059,ST,2008-03-01T04:45,2008-03-01T06:55,ZRH,1924586133
EZTENKOB,10005144,ST,2008-03-01T08:20,2008-03-01T10:20,LYS,1924586133
FVUOFRFN,10003059,ST,2008-03-01T04:45,2008-03-01T06:55,ZRH,1924586133
FVUOFRFN,10005144,ST,2008-03-01T08:20,2008-03-01T10:20,LYS,1924586133
JIDPKIHJ,10003059,ST,2008-03-01T04:45,2008-03-01T06:55,ZRH,1924586133
JIDPKIHJ,10005144,ST,2008-03-01T08:20,2008-03-01T10:20,LYS,1924586133
BXYLBEAD,10003059,ST,2008-03-01T04:45,2008-03-01T06:55,ZRH,1924586133
BXYLBEAD,10005144,ST,2008-03-01T08:20,2008-03-01T10:20,LYS,1924586133
VJFPBOUK,10003059,ST,2008-03-01T04:45,2008-03-01T06:55,ZRH,1924586133
VJFPBOUK,10005144,ST,2008-03-01T08:20,2008-03-01T10:20,LYS,1924586133
YQUBVNJM,10003059,ST,2008-03-01T04:45,2008-03-01T06:55,ZRH,1924586133
YQUBVNJM,10005144,ST,2008-03-01T08:20,2008-03-01T10:20,LYS,1924586133
AAXARFXT,10005030,CP,2008-03-01T04:50,2008-03-01T06:55,BOD,794882901
AAXARFXT,10004298,CP,2008-03-01T07:55,2008-03-01T08:50,MRS,794882901
AAXARFXT,10004299,CP,2008-03-01T10:50,2008-03-01T11:45,AJA,794882901
AAXARFXT,10005033,CP,2008-03-01T12:40,2008-03-01T14:35,MRS,794882901
WAZINOXZ,10005030,FO,2008-03-01T04:50,2008-03-01T06:55,BOD,794882901
WAZINOXZ,10004298,FO,2008-03-01T07:55,2008-03-01T08:50,MRS,794882901
WAZINOXZ,10004299,FO,2008-03-01T10:50,2008-03-01T11:45,AJA,794882901
WAZINOXZ,10005033,FO,2008-03-01T12:40,2008-03-01T14:35,MRS,794882901
HNOETLSG,10005030,CS,2008-03-01T04:50,2008-03-01T06:55,BOD,794882901
HNOETLSG,10004298,CS,2008-03-01T07:55,2008-03-01T08:50,MRS,794882901
HNOETLSG,10004299,CS,2008-03-01T10:50,2008-03-01T11:45,AJA,794882901
HNOETLSG,10005033,CS,2008-03-01T12:40,2008-03-01T14:35,MRS,794882901
NQYHTONK,10005030,ST,2008-03-01T04:50,2008-03-01T06:55,BOD,794882901
NQYHTONK,10004298,ST,2008-03-01T07:55,2008-03-01T08:50,MRS,794882901
NQYHTONK,10004299,ST,2008-03-01T10:50,2008-03-01T11:45,AJA,794882901
NQYHTONK,10005033,ST,2008-03-01T12:40,2008-03-01T14:35,MRS,794882901
RFAYYVVZ,10005030,ST,2008-03-01T04:50,2008-03-01T06:55,BOD,794882901
RFAYYVVZ,10004298,ST,2008-03-01T07:55,2008-03-01T08:50,MRS,794882901
RFAYYVVZ,10004299,ST,2008-03-01T10:50,2008-03-01T11:45,AJA,794882901
RFAYYVVZ,10005033,ST,2008-03-01T12:40,2008-03-01T14:35,MRS,794882901
PSTZXBLS,10006981,CP,2008-03-01T04:50,2008-03-01T06:55,LYS,989309799
PSTZXBLS,10006982,CP,2008-03-01T07:40,2008-03-01T09:30,ORY,989309799
GZVFWXEB,10006981,FO,2008-03-01T04:50,2008-03-01T06:55,LYS,989309799
GZVFWXEB,10006982,FO,2008-03-01T07:40,2008-03-01T09:30,ORY,989309799
KNIEITSY,10006981,CSD,2008-03-01T04:50,2008-03-01T06:55,LYS,989309799
KNIEITSY,10006982,CSD,2008-03-01T07:40,2008-03-01T09:30,ORY,989309799
LRYMHHEA,10006981,CSD,2008-03-01T04:50,2008-03-01T06:55,LYS,989309799
LRYMHHEA,10006982,CSD,2008-03-01T07:40,2008-03-01T09:30,ORY,989309799
JVZZGNYV,10006981,ST,2008-03-01T04:50,2008-03-01T06:55,LYS,989309799
JVZZGNYV,10006982,ST,2008-03-01T07:40,2008-03-01T09:30,ORY,989309799
QUVOFEHZ,10006981,ST,2008-03-01T04:50,2008-03-01T06:55,LYS,989309799
QUVOFEHZ,10006982,ST,2008-03-01T07:40,2008-03-01T09:30,ORY,989309799
DGBARHJU,10006981,ST,2008-03-01T04:50,2008-03-01T06:55,LYS,989309799
DGBARHJU,10006982,ST,2008-03-01T07:40,2008-03-01T09:30,ORY,989309799
UGKDWFAN,10006981,ST,2008-03-01T04:50,2008-03-01T06:55,LYS,989309799
UGKDWFAN,10006982,ST,2008-03-01T07:40,2008-03-01T09:30,ORY,989309799
BGCQPFDN,10006981,ST,2008-03-01T04:50,2008-03-01T06:55,LYS,989309799
BGCQPFDN,10006982,ST,2008-03-01T07:40,2008-03-01T09:30,ORY,989309799
MXNKNNZK,10006981,ST,2008-03-01T04:50,2008-03-01T06:55,LYS,989309799
MXNKNNZK,10006982,ST,2008-03-01T07:40,2008-03-01T09:30,ORY,989309799
RRVFDTAY,10005682,CP,2008-03-01T04:50,2008-03-01T07:00,ORY,27242453
RRVFDTAY,10005691,CP,2008-03-01T07:40,2008-03-01T09:00,TLS,27242453
RRVFDTAY,10006990,CP,2008-03-01T11:20,2008-03-01T12:25,ORY,27242453
RRVFDTAY,10006989,CP,2008-03-01T13:10,2008-03-01T15:00,LYS,27242453
UHKOHDJP,10005682,FO,2008-03-01T04:50,2008-03-01T07:00,ORY,27242453
UHKOHDJP,10005691,FO,2008-03-01T07:40,2008-03-01T09:00,TLS,27242453
UHKOHDJP,10006990,FO,2008-03-01T11:20,2008-03-01T12:25,ORY,27242453
UHKOHDJP,10006989,FO,2008-03-01T13:10,2008-03-01T15:00,LYS,27242453
QTTYRPJQ,10005682,CSD,2008-03-01T04:50,2008-03-01T07:00,ORY,27242453
QTTYRPJQ,10005691,CSD,2008-03-01T07:40,2008-03-01T09:00,TLS,27242453
QTTYRPJQ,10006990,CSD,2008-03-01T11:20,2008-03-01T12:25,ORY,27242453
QTTYRPJQ,10006989,CSD,2008-03-01T13:10,2008-03-01T15:00,LYS,27242453
BVBOBPOW,10005682,CSD,2008-03-01T04:50,2008-03-01T07:00,ORY,27242453
BVBOBPOW,10005691,CSD,2008-03-01T07:40,2008-03-01T09:00,TLS,27242453
BVBOBPOW,10006990,CSD,2008-03-01T11:20,2008-03-01T12:25,ORY,27242453
BVBOBPOW,10006989,CSD,2008-03-01T13:10,2008-03-01T15:00,LYS,27242453
EDMSDPOC,10005682,ST,2008-03-01T04:50,2008-03-01T07:00,ORY,27242453
EDMSDPOC,10005691,ST,2008-03-01T07:40,2008-03-01T09:00,TLS,27242453
EDMSDPOC,10006990,ST,2008-03-01T11:20,2008-03-01T12:25,ORY,27242453
EDMSDPOC,10006989,ST,2008-03-01T13:10,2008-03-01T15:00,LYS,27242453
XAKHEJUV,10005682,ST,2008-03-01T04:50,2008-03-01T07:00,ORY,27242453
XAKHEJUV,10005691,ST,2008-03-01T07:40,2008-03-01T09:00,TLS,27242453
XAKHEJUV,10006990,ST,2008-03-01T11:20,2008-03-01T12:25,ORY,27242453
XAKHEJUV,10006989,ST,2008-03-01T13:10,2008-03-01T15:00,LYS,27242453
SFNGHWES,10005682,ST,2008-03-01T04:50,2008-03-01T07:00,ORY,27242453
SFNGHWES,10005691,ST,2008-03-01T07:40,2008-03-01T09:00,TLS,27242453
SFNGHWES,10006990,ST,2008-03-01T11:20,2008-03-01T12:25,ORY,27242453
SFNGHWES,10006989,ST,2008-03-01T13:10,2008-03-01T15:00,LYS,27242453
JYQPFDFC,10005682,ST,2008-03-01T04:50,2008-03-01T07:00,ORY,27242453
JYQPFDFC,10005691,ST,2008-03-01T07:40,2008-03-01T09:00,TLS,27242453
JYQPFDFC,10006990,ST,2008-03-01T11:20,2008-03-01T12:25,ORY,27242453
JYQPFDFC,10006989,ST,2008-03-01T13:10,2008-03-01T15:00,LYS,27242453
OCSHDTVR,10005682,ST,2008-03-01T04:50,2008-03-01T07:00,ORY,27242453
OCSHDTVR,10005691,ST,2008-03-01T07:40,2008-03-01T09:00,TLS,27242453
OCSHDTVR,10006990,ST,2008-03-01T11:20,2008-03-01T12:25,ORY,27242453
OCSHDTVR,10006989,ST,2008-03-01T13:10,2008-03-01T15:00,LYS,27242453
CMNOUZOH,10005682,ST,2008-03-01T04:50,2008-03-01T07:00,ORY,27242453
CMNOUZOH,10005691,ST,2008-03-01T07:40,2008-03-01T09:00,TLS,27242453
CMNOUZOH,10006990,ST,2008-03-01T11:20,2008-03-01T12:25,ORY,27242453
CMNOUZOH,10006989,ST,2008-03-01T13:10,2008-03-01T15:00,LYS,27242453
MBOGRGRI,10006980,CP,2008-03-01T04:50,2008-03-01T06:55,ORY,1589609104
MBOGRGRI,10006983,CP,2008-03-01T07:40,2008-03-01T08:45,LYS,1589609104
MBOGRGRI,10005700,CP,2008-03-01T11:50,2008-03-01T13:00,ORY,1589609104
MBOGRGRI,10005705,CP,2008-03-01T13:40,2008-03-01T15:45,TLS,1589609104
JIWWGLNP,10006980,FO,2008-03-01T04:50,2008-03-01T06:55,ORY,1589609104
JIWWGLNP,10006983,FO,2008-03-01T07:40,2008-03-01T08:45,LYS,1589609104
JIWWGLNP,10005700,FO,2008-03-01T11:50,2008-03-01T13:00,ORY,1589609104
JIWWGLNP,10005705,FO,2008-03-01T13:40,2008-03-01T15:45,TLS,1589609104
FXWLAOJJ,10006980,CSD,2008-03-01T04:50,2008-03-01T06:55,ORY,1589609104
FXWLAOJJ,10006983,CSD,2008-03-01T07:40,2008-03-01T08:45,LYS,1589609104
FXWLAOJJ,10005700,CSD,2008-03-01T11:50,2008-03-01T13:00,ORY,1589609104
FXWLAOJJ,10005705,CSD,2008-03-01T13:40,2008-03-01T15:45,TLS,1589609104
SWJKYUEA,10006980,CSD,2008-03-01T04:50,2008-03-01T06:55,ORY,1589609104
SWJKYUEA,10006983,CSD,2008-03-01T07:40,2008-03-01T08:45,LYS,1589609104
SWJKYUEA,10005700,CSD,2008-03-01T11:50,2008-03-01T13:00,ORY,1589609104
